return_id,order_id,product_id,customer_id,return_date,return_reason,return_quantity,refund_amount
R001149,O011569,P0162,C09844,2025-11-13,Not as Expected,1,3336.63
R001150,O011588,P0404,C00790,2026-04-04,Not as Expected,1,6139.05
R001151,O011632,P0350,C01808,2026-02-11,Changed Mind,2,6231.35
R001152,O011644,P0011,C09341,2025-10-11,Not as Expected,2,49388.94
R001153,O011651,P0223,C07550,2026-02-19,Damaged During Delivery,1,4735.37
R001154,O011708,P0200,C06769,2025-06-14,Size Issue,1,12525.74
R001155,O011763,P0499,C07045,2025-09-23,Product Defect,1,10676.26
R001156,O011767,P0389,C06907,2026-06-25,Not as Expected,1,926.82
R001157,O011790,P0213,C03373,2025-07-19,Size Issue,1,4938.81
R001158,O011790,P0424,C03373,2025-07-14,Changed Mind,1,2214.01
R001159,O011820,P0091,C00467,2025-07-07,Changed Mind,1,11274.2
R001160,O011829,P0100,C00538,2025-02-21,Changed Mind,2,32247.49
R001161,O011829,P0364,C00538,2025-03-03,Size Issue,1,357.89
R001162,O011844,P0260,C05003,2025-03-07,Wrong Product,1,374.82
R001163,O011844,P0009,C05003,2025-03-09,Damaged During Delivery,1,31390.41
R001164,O011850,P0152,C00358,2025-08-29,Changed Mind,2,5254.02
R001165,O011856,P0269,C07097,2026-08-14,Changed Mind,2,2697.94
R001166,O011856,P0351,C07097,2026-08-09,Changed Mind,1,2035.24
R001167,O011885,P0280,C00761,2026-01-02,Wrong Product,1,1932.97
R001168,O011885,P0352,C00761,2026-01-04,Product Defect,1,2040.12
R001169,O011897,P0266,C03878,2025-07-17,Size Issue,1,3812.71
R001170,O011897,P0158,C03878,2025-07-04,Not as Expected,1,804.42
R001171,O011919,P0025,C03948,2026-08-03,Changed Mind,1,24808.47
R001172,O011928,P0409,C00181,2025-01-18,Not as Expected,1,8733.95
R001173,O011929,P0065,C01734,2025-09-04,Size Issue,1,19847.57
R001174,O011929,P0223,C01734,2025-08-24,Late Delivery,1,4820.35
R001175,O011929,P0489,C01734,2025-08-29,Changed Mind,1,4371.65
R001176,O011931,P0323,C02447,2025-12-14,Damaged During Delivery,1,466.62
R001177,O011941,P0097,C09383,2025-02-17,Changed Mind,1,32934.95
R001178,O011946,P0028,C07078,2026-04-18,Size Issue,1,14964.65
R001179,O011948,P0396,C02025,2026-03-26,Wrong Product,1,1568.39
R001180,O011965,P0117,C01398,2026-12-25,Size Issue,2,12775.68
R001181,O011975,P0078,C07498,2025-05-04,Damaged During Delivery,1,24757.18
R001182,O011981,P0086,C04670,2026-03-21,Changed Mind,2,39546.14
R001183,O011981,P0019,C04670,2026-03-21,Late Delivery,1,18940.11
R001184,O011985,P0443,C04418,2026-07-03,Product Defect,1,8334.63
R001185,O011986,P0394,C00290,2025-10-17,Product Defect,2,1415.87
R001186,O012013,P0140,C05418,2025-09-29,Changed Mind,1,1330.37
R001187,O012013,P0154,C05418,2025-10-02,Product Defect,1,6435.08
R001188,O012036,P0145,C04110,2025-07-23,Changed Mind,2,29242.14
R001189,O012051,P0339,C05519,2026-04-04,Not as Expected,1,1378.12
R001190,O012067,P0319,C05973,2025-03-14,Not as Expected,1,2941.54
R001191,O012067,P0221,C05973,2025-03-20,Not as Expected,1,5990.0
R001192,O012077,P0423,C00168,2026-02-13,Size Issue,1,1967.66
R001193,O012141,P0443,C02051,2025-06-04,Not as Expected,1,8405.45
R001194,O012141,P0423,C02051,2025-06-03,Changed Mind,1,1846.41
R001195,O012142,P0298,C01076,2025-02-23,Wrong Product,1,3319.11
R001196,O012142,P0047,C01076,2025-02-22,Size Issue,1,1471.69
R001197,O012169,P0150,C02338,2025-07-30,Damaged During Delivery,1,1850.28
R001198,O012178,P0039,C00538,2026-08-05,Size Issue,3,65239.05
R001199,O012187,P0293,C05164,2026-01-22,Damaged During Delivery,2,6698.12
R001200,O012187,P0355,C05164,2026-01-22,Damaged During Delivery,2,1629.13
R001201,O012189,P0251,C07710,2025-08-22,Size Issue,1,1052.22
R001202,O012203,P0303,C05711,2025-05-25,Wrong Product,1,3755.03
R001203,O012203,P0070,C05711,2025-05-22,Wrong Product,1,2720.89
R001204,O012219,P0014,C01531,2026-11-22,Damaged During Delivery,1,9319.99
R001205,O012236,P0402,C01478,2026-03-08,Damaged During Delivery,1,1433.12
R001206,O012241,P0260,C06110,2026-04-29,Late Delivery,1,372.65
R001207,O012241,P0096,C06110,2026-04-21,Changed Mind,1,2976.22
R001208,O012241,P0143,C06110,2026-04-20,Product Defect,1,7454.59
R001209,O012281,P0195,C04723,2026-03-20,Damaged During Delivery,1,15276.65
R001210,O012281,P0425,C04723,2026-03-21,Late Delivery,1,7929.75
R001211,O012281,P0476,C04723,2026-03-24,Wrong Product,1,2369.55
R001212,O012297,P0316,C06647,2026-02-11,Product Defect,1,4103.48
R001213,O012308,P0248,C00081,2026-02-13,Not as Expected,1,4382.41
R001214,O012322,P0430,C03260,2025-09-15,Product Defect,2,11370.72
R001215,O012337,P0258,C00206,2025-07-26,Changed Mind,2,11685.76
R001216,O012337,P0424,C00206,2025-07-30,Damaged During Delivery,1,2471.4
R001217,O012340,P0219,C07678,2025-10-07,Late Delivery,1,2079.73
R001218,O012344,P0235,C00636,2026-09-09,Changed Mind,1,1919.36
R001219,O012355,P0252,C00674,2026-01-26,Late Delivery,1,5246.74
R001220,O012388,P0445,C09311,2025-12-22,Changed Mind,1,10015.16
R001221,O012411,P0051,C04238,2025-05-22,Product Defect,3,27199.53
R001222,O012502,P0262,C00558,2025-04-09,Product Defect,1,1742.76
R001223,O012502,P0496,C00558,2025-04-22,Size Issue,1,4405.01
R001224,O012513,P0402,C09613,2025-07-02,Size Issue,2,3136.93
R001225,O012524,P0164,C07249,2025-02-05,Changed Mind,1,16534.15
R001226,O012524,P0452,C07249,2025-02-16,Damaged During Delivery,1,1760.9
R001227,O012531,P0151,C06833,2026-02-22,Size Issue,1,4999.51
R001228,O012549,P0181,C06926,2026-11-25,Not as Expected,1,12845.38
R001229,O012575,P0202,C01814,2026-03-09,Not as Expected,1,6235.08
R001230,O012575,P0438,C01814,2026-03-03,Wrong Product,1,8093.28
R001231,O012581,P0033,C03805,2025-05-17,Changed Mind,3,22723.48
R001232,O012602,P0370,C09473,2027-01-01,Changed Mind,1,822.2
R001233,O012613,P0346,C04509,2026-08-05,Changed Mind,1,530.96
R001234,O012615,P0365,C05759,2026-05-04,Product Defect,3,2691.82
R001235,O012615,P0414,C05759,2026-05-01,Size Issue,1,3832.65
R001236,O012617,P0146,C06350,2026-08-11,Product Defect,2,30439.99
R001237,O012617,P0260,C06350,2026-08-20,Damaged During Delivery,2,710.15
R001238,O012621,P0362,C01656,2026-11-07,Not as Expected,2,6022.4
R001239,O012624,P0493,C04947,2026-02-17,Product Defect,2,6113.67
R001240,O012624,P0051,C04947,2026-02-12,Damaged During Delivery,2,17710.37
R001241,O012640,P0481,C01810,2026-03-12,Size Issue,2,18873.73
R001242,O012640,P0023,C01810,2026-02-26,Late Delivery,1,24505.15
R001243,O012674,P0078,C07657,2026-08-12,Not as Expected,2,37964.3
R001244,O012675,P0458,C04188,2026-01-06,Late Delivery,2,19506.01
R001245,O012700,P0222,C00541,2026-09-05,Not as Expected,1,2065.46
R001246,O012714,P0371,C06989,2025-12-12,Size Issue,1,2480.89
R001247,O012714,P0321,C06989,2025-11-30,Changed Mind,2,4258.11
R001248,O012714,P0362,C06989,2025-12-12,Size Issue,1,2681.9
R001249,O012774,P0389,C08198,2026-02-24,Late Delivery,1,1005.76
R001250,O012785,P0372,C01313,2025-03-31,Not as Expected,1,2646.95
R001251,O012799,P0348,C03581,2025-12-12,Changed Mind,1,3189.04
R001252,O012800,P0406,C05600,2025-09-04,Size Issue,1,10638.35
R001253,O012800,P0227,C05600,2025-09-12,Size Issue,1,5725.96
R001254,O012805,P0145,C02162,2026-12-08,Size Issue,1,13997.25
R001255,O012827,P0079,C03724,2026-04-04,Size Issue,1,2846.21
R001256,O012877,P0430,C08939,2025-03-02,Damaged During Delivery,1,6288.86
R001257,O012929,P0252,C01802,2026-02-02,Not as Expected,2,11562.12
R001258,O012929,P0488,C01802,2026-02-08,Size Issue,1,8455.52
R001259,O012947,P0438,C06478,2025-03-21,Late Delivery,1,7298.0
R001260,O012949,P0232,C07384,2025-03-25,Changed Mind,1,5306.85
R001261,O012949,P0445,C07384,2025-03-26,Not as Expected,1,10216.38
R001262,O012949,P0141,C07384,2025-03-22,Product Defect,2,30368.44
R001263,O012956,P0094,C09628,2025-03-08,Product Defect,1,14719.34
R001264,O012956,P0378,C09628,2025-03-21,Changed Mind,1,1353.06
R001265,O012959,P0381,C02251,2026-04-15,Not as Expected,1,3628.96
R001266,O012981,P0164,C05364,2025-05-17,Not as Expected,1,17073.88
R001267,O013020,P0035,C09713,2025-03-20,Not as Expected,1,25268.24
R001268,O013050,P0215,C06303,2025-11-24,Changed Mind,1,4748.8
R001269,O013076,P0443,C04694,2026-02-24,Not as Expected,1,7466.74
R001270,O013087,P0215,C07960,2025-06-14,Size Issue,1,4931.4
R001271,O013129,P0380,C07508,2025-10-27,Wrong Product,2,6799.41
R001272,O013129,P0279,C07508,2025-10-19,Product Defect,1,2917.7
R001273,O013176,P0030,C01443,2025-10-13,Changed Mind,1,22264.06
R001274,O013187,P0230,C07990,2025-12-07,Changed Mind,1,4107.3
R001275,O013187,P0302,C07990,2025-12-08,Size Issue,1,1198.9
R001276,O013195,P0327,C00116,2025-03-29,Damaged During Delivery,1,267.93
R001277,O013211,P0022,C08197,2025-03-03,Size Issue,2,23863.23
R001278,O013257,P0017,C07771,2025-07-20,Product Defect,1,1115.04
R001279,O013257,P0021,C07771,2025-07-27,Size Issue,1,19483.43
R001280,O013262,P0111,C08179,2026-01-09,Size Issue,1,15734.71
R001281,O013262,P0370,C08179,2025-12-27,Not as Expected,1,892.48
R001282,O013262,P0030,C08179,2026-01-02,Damaged During Delivery,2,42066.35
R001283,O013271,P0153,C06552,2026-10-09,Wrong Product,1,4922.57
R001284,O013274,P0004,C04373,2025-04-29,Late Delivery,1,13812.16
R001285,O013275,P0106,C00739,2026-08-24,Not as Expected,1,6086.1
R001286,O013275,P0387,C00739,2026-09-02,Not as Expected,1,309.0
R001287,O013313,P0064,C06581,2026-11-17,Changed Mind,1,11818.86
R001288,O013313,P0296,C06581,2026-11-16,Not as Expected,1,5968.7
R001289,O013325,P0134,C06176,2025-06-27,Product Defect,1,15031.53
R001290,O013330,P0062,C07442,2025-01-28,Size Issue,1,28167.52
R001291,O013341,P0464,C08438,2025-05-20,Product Defect,1,7228.55
R001292,O013354,P0469,C03271,2026-08-25,Wrong Product,1,11121.03
R001293,O013354,P0365,C03271,2026-08-21,Size Issue,3,2842.79
R001294,O013358,P0212,C04364,2026-05-19,Changed Mind,2,9140.94
R001295,O013376,P0500,C08624,2025-08-19,Not as Expected,1,2350.58
R001296,O013376,P0300,C08624,2025-08-22,Size Issue,1,1729.71
R001297,O013384,P0328,C08085,2025-03-16,Not as Expected,2,7876.46
R001298,O013384,P0451,C08085,2025-03-24,Late Delivery,1,775.55
R001299,O013384,P0439,C08085,2025-03-13,Size Issue,1,10242.21
R001300,O013397,P0173,C01125,2026-08-08,Changed Mind,1,9696.79
R001301,O013399,P0342,C01091,2026-03-14,Not as Expected,1,1257.46
R001302,O013448,P0340,C07244,2025-07-20,Damaged During Delivery,1,2199.37
R001303,O013448,P0062,C07244,2025-07-14,Size Issue,3,75899.5
R001304,O013448,P0168,C07244,2025-07-18,Wrong Product,1,2362.24
R001305,O013457,P0248,C02617,2025-09-05,Damaged During Delivery,2,8851.19
R001306,O013473,P0179,C08223,2026-08-25,Not as Expected,2,2167.42
R001307,O013475,P0292,C06304,2025-08-13,Size Issue,1,449.52
R001308,O013479,P0493,C02639,2025-05-15,Size Issue,2,5818.44
R001309,O013479,P0498,C02639,2025-05-22,Not as Expected,1,1439.84
R001310,O013487,P0098,C06706,2025-08-19,Late Delivery,1,10212.54
R001311,O013487,P0390,C06706,2025-08-09,Size Issue,1,805.55
R001312,O013487,P0016,C06706,2025-08-14,Not as Expected,1,15406.22
R001313,O013488,P0307,C09548,2026-04-12,Size Issue,2,5978.01
R001314,O013488,P0086,C09548,2026-04-15,Late Delivery,1,17825.33
R001315,O013508,P0127,C02968,2026-08-28,Wrong Product,1,14446.7
R001316,O013508,P0130,C02968,2026-08-26,Size Issue,1,3997.45
R001317,O013521,P0163,C04267,2026-10-05,Not as Expected,1,13441.99
R001318,O013521,P0192,C04267,2026-10-02,Size Issue,1,3275.69
R001319,O013521,P0112,C04267,2026-09-30,Late Delivery,1,613.87
R001320,O013547,P0070,C00427,2025-01-31,Changed Mind,1,2724.67
R001321,O013573,P0322,C07307,2026-06-25,Not as Expected,1,4102.3
R001322,O013594,P0441,C03838,2025-10-06,Not as Expected,1,7773.51
R001323,O013607,P0477,C09018,2025-05-04,Not as Expected,2,10992.28
R001324,O013639,P0356,C09041,2025-05-08,Wrong Product,1,4307.09
R001325,O013642,P0258,C02515,2026-07-16,Size Issue,1,5835.8
R001326,O013689,P0183,C04226,2026-02-09,Product Defect,1,13733.15
R001327,O013696,P0218,C05796,2026-11-10,Size Issue,3,5224.37
R001328,O013702,P0313,C02930,2025-10-29,Changed Mind,1,273.2
R001329,O013706,P0408,C01278,2026-04-02,Changed Mind,2,19567.04
R001330,O013706,P0413,C01278,2026-03-26,Not as Expected,2,14402.88
R001331,O013726,P0470,C01310,2026-05-12,Not as Expected,2,10387.09
R001332,O013747,P0025,C08192,2026-12-06,Not as Expected,1,29062.73
R001333,O013747,P0322,C08192,2026-11-25,Size Issue,1,4222.42
R001334,O013747,P0092,C08192,2026-12-06,Late Delivery,1,3213.41
R001335,O013748,P0297,C06120,2026-06-24,Size Issue,1,715.38
R001336,O013750,P0362,C05538,2025-04-26,Product Defect,2,5739.52
R001337,O013750,P0094,C05538,2025-04-16,Wrong Product,1,14537.05
R001338,O013758,P0321,C05617,2026-07-08,Not as Expected,1,2220.02
R001339,O013770,P0049,C08728,2026-05-09,Product Defect,1,7888.63
R001340,O013770,P0222,C08728,2026-05-04,Changed Mind,2,4288.05
R001341,O013770,P0147,C08728,2026-05-14,Not as Expected,2,12265.58
R001342,O013775,P0152,C09145,2025-01-23,Product Defect,2,5107.24
R001343,O013788,P0222,C07131,2026-04-27,Not as Expected,1,2050.41
R001344,O013797,P0068,C06636,2025-05-30,Not as Expected,1,30986.88
R001345,O013812,P0130,C08143,2025-07-19,Wrong Product,1,3667.4
R001346,O013813,P0215,C04923,2025-01-18,Not as Expected,1,4505.88
R001347,O013829,P0101,C00848,2026-01-18,Wrong Product,1,8861.23
R001348,O013829,P0208,C00848,2026-01-23,Damaged During Delivery,1,414.63
R001349,O013850,P0313,C07926,2026-05-26,Size Issue,1,279.05
R001350,O013851,P0350,C04682,2026-04-24,Late Delivery,1,3121.34
R001351,O013878,P0036,C02535,2026-10-20,Changed Mind,1,2986.17
R001352,O013898,P0494,C08913,2026-06-11,Changed Mind,1,4713.36
R001353,O013898,P0180,C08913,2026-06-17,Product Defect,1,1772.59
R001354,O013905,P0145,C00908,2026-05-25,Size Issue,1,14416.18
R001355,O013941,P0284,C02955,2026-12-12,Damaged During Delivery,1,3537.76
R001356,O013946,P0089,C01043,2026-09-17,Damaged During Delivery,1,11256.72
R001357,O013948,P0152,C06182,2026-04-12,Size Issue,2,4626.14
R001358,O013970,P0321,C02316,2025-08-27,Not as Expected,1,2119.64
R001359,O013986,P0449,C08131,2025-06-17,Late Delivery,1,11011.74
R001360,O013993,P0298,C00865,2025-10-05,Damaged During Delivery,1,3347.99
R001361,O013993,P0463,C00865,2025-10-04,Product Defect,1,3562.27
R001362,O013996,P0283,C04061,2026-03-04,Wrong Product,3,14003.63
R001363,O014055,P0437,C06027,2026-11-08,Changed Mind,2,16689.51
R001364,O014061,P0151,C08301,2025-12-24,Late Delivery,1,4587.96
R001365,O014061,P0273,C08301,2025-12-15,Size Issue,1,4212.44
R001366,O014088,P0001,C09313,2026-12-04,Size Issue,1,24193.16
R001367,O014109,P0458,C07985,2026-07-05,Not as Expected,1,8782.37
R001368,O014119,P0046,C08981,2025-03-21,Damaged During Delivery,2,18827.27
R001369,O014133,P0392,C03361,2026-10-11,Not as Expected,1,2691.33
R001370,O014133,P0011,C03361,2026-10-08,Wrong Product,1,20325.4
R001371,O014138,P0483,C03415,2025-08-14,Size Issue,1,1921.58
R001372,O014143,P0468,C08370,2026-01-13,Not as Expected,2,20488.24
R001373,O014149,P0274,C02615,2026-04-20,Wrong Product,1,4803.58
R001374,O014149,P0005,C02615,2026-04-18,Changed Mind,1,27866.76
R001375,O014150,P0404,C04867,2025-08-31,Size Issue,1,6169.41
R001376,O014153,P0338,C04439,2026-12-14,Size Issue,2,954.37
R001377,O014166,P0128,C05253,2025-01-10,Late Delivery,2,19226.12
R001378,O014166,P0321,C05253,2025-01-12,Size Issue,2,4393.74
R001379,O014172,P0008,C01797,2025-03-27,Size Issue,3,6392.18
R001380,O014172,P0053,C01797,2025-03-29,Not as Expected,2,9163.5
R001381,O014176,P0092,C00096,2026-08-12,Not as Expected,1,3120.0
R001382,O014176,P0013,C00096,2026-08-10,Damaged During Delivery,1,24035.59
R001383,O014200,P0114,C03517,2025-04-26,Not as Expected,1,2064.99
R001384,O014203,P0397,C04922,2026-08-20,Changed Mind,1,4222.52
R001385,O014221,P0314,C02982,2026-12-27,Changed Mind,2,5242.93
R001386,O014224,P0004,C06422,2025-04-16,Not as Expected,1,13076.16
R001387,O014236,P0107,C08501,2026-12-09,Product Defect,1,4169.94
R001388,O014255,P0339,C09512,2025-04-24,Damaged During Delivery,1,1396.39
R001389,O014288,P0448,C02607,2026-10-29,Changed Mind,1,2692.92
R001390,O014288,P0059,C02607,2026-10-28,Changed Mind,1,29655.07
R001391,O014293,P0112,C08042,2026-12-19,Changed Mind,1,613.62
R001392,O014313,P0379,C01503,2025-10-19,Late Delivery,1,457.9
R001393,O014313,P0123,C01503,2025-10-16,Not as Expected,1,11957.03
R001394,O014338,P0128,C04422,2026-11-22,Product Defect,1,9583.01
R001395,O014338,P0311,C04422,2026-11-27,Size Issue,1,3970.83
R001396,O014363,P0296,C07657,2025-08-18,Not as Expected,1,5909.58
R001397,O014363,P0380,C07657,2025-08-27,Not as Expected,3,9819.57
R001398,O014367,P0099,C06610,2025-02-23,Late Delivery,2,63897.84
R001399,O014393,P0366,C07483,2025-07-05,Late Delivery,1,1231.1
R001400,O014402,P0269,C06627,2025-06-25,Product Defect,2,2960.62
R001401,O014416,P0051,C07697,2026-06-26,Changed Mind,2,17804.93
R001402,O014422,P0035,C02432,2027-01-03,Not as Expected,1,25479.55
R001403,O014462,P0424,C09624,2026-05-30,Not as Expected,1,2294.13
R001404,O014471,P0057,C05811,2025-11-21,Not as Expected,1,8491.26
R001405,O014472,P0105,C00058,2025-03-26,Damaged During Delivery,1,9571.98
R001406,O014472,P0301,C00058,2025-04-02,Changed Mind,1,2890.14
R001407,O014472,P0130,C00058,2025-03-23,Wrong Product,1,3860.8
R001408,O014473,P0200,C01503,2025-01-17,Damaged During Delivery,1,11616.38
R001409,O014475,P0235,C06484,2026-11-07,Not as Expected,3,5715.68
R001410,O014517,P0020,C00790,2025-09-11,Late Delivery,2,12627.95
R001411,O014528,P0184,C07098,2026-02-03,Late Delivery,1,9457.89
R001412,O014528,P0182,C07098,2026-02-07,Not as Expected,1,13029.53
R001413,O014528,P0482,C07098,2026-01-26,Size Issue,1,11434.37
R001414,O014530,P0092,C02698,2025-12-26,Not as Expected,2,6359.72
R001415,O014539,P0265,C02131,2025-01-12,Size Issue,1,5432.62
R001416,O014545,P0497,C04312,2026-05-13,Not as Expected,2,18038.01
R001417,O014612,P0113,C05201,2026-07-30,Wrong Product,1,15287.63
R001418,O014640,P0176,C00898,2026-10-15,Not as Expected,1,11914.83
R001419,O014652,P0252,C08893,2025-05-02,Not as Expected,1,5293.5
R001420,O014660,P0428,C00537,2025-11-04,Product Defect,2,6561.81
R001421,O014676,P0150,C06032,2026-01-22,Product Defect,1,1756.99
R001422,O014676,P0076,C06032,2026-01-31,Late Delivery,3,71583.63
R001423,O014684,P0480,C07116,2026-08-22,Not as Expected,1,1541.5
R001424,O014684,P0484,C07116,2026-08-21,Not as Expected,1,6754.14
R001425,O014684,P0196,C07116,2026-08-17,Damaged During Delivery,1,857.32
R001426,O014694,P0372,C09012,2025-07-28,Product Defect,2,5164.85
R001427,O014700,P0487,C08617,2025-04-06,Product Defect,1,4685.63
R001428,O014780,P0065,C04789,2025-08-17,Size Issue,1,20258.6
R001429,O014781,P0318,C03060,2025-08-08,Product Defect,1,374.21
R001430,O014817,P0254,C05279,2025-08-14,Wrong Product,1,3534.22
R001431,O014817,P0376,C05279,2025-08-12,Not as Expected,1,2484.63
R001432,O014818,P0372,C04343,2026-08-06,Damaged During Delivery,1,2860.08
R001433,O014825,P0301,C02528,2026-04-09,Late Delivery,1,3317.39
R001434,O014832,P0257,C06663,2026-04-18,Product Defect,1,5865.48
R001435,O014841,P0236,C08154,2025-09-04,Size Issue,1,3274.49
R001436,O014850,P0030,C05900,2025-04-24,Changed Mind,1,20766.51
R001437,O014852,P0194,C00059,2025-09-28,Not as Expected,2,10628.4
R001438,O014852,P0186,C00059,2025-09-25,Changed Mind,1,9074.26
R001439,O014908,P0220,C02165,2026-08-23,Not as Expected,1,1010.11
R001440,O014923,P0180,C08210,2026-11-16,Damaged During Delivery,1,1814.58
R001441,O014923,P0282,C08210,2026-11-16,Wrong Product,1,4968.66
R001442,O014949,P0330,C06379,2026-10-20,Damaged During Delivery,1,3855.31
R001443,O014959,P0032,C04700,2026-12-07,Product Defect,1,699.75
R001444,O014959,P0377,C04700,2026-11-24,Size Issue,1,3731.3
R001445,O015010,P0014,C02553,2026-11-21,Late Delivery,1,9730.37
R001446,O015011,P0370,C02375,2025-11-24,Changed Mind,1,917.39
R001447,O015011,P0081,C02375,2025-11-21,Damaged During Delivery,1,29458.67
R001448,O015042,P0055,C07899,2026-04-28,Wrong Product,1,9576.16
R001449,O015050,P0063,C03880,2026-02-15,Product Defect,1,9457.36
R001450,O015050,P0310,C03880,2026-02-14,Changed Mind,1,2870.7
R001451,O015054,P0425,C04213,2025-05-08,Product Defect,1,8204.8
R001452,O015064,P0179,C05392,2025-09-07,Size Issue,1,1076.38
R001453,O015064,P0404,C05392,2025-08-29,Not as Expected,2,14076.02
R001454,O015077,P0244,C09841,2025-10-02,Not as Expected,1,2094.2
R001455,O015078,P0291,C06122,2026-06-08,Wrong Product,1,2270.03
R001456,O015081,P0494,C06175,2025-07-14,Size Issue,1,4781.74
R001457,O015097,P0093,C09711,2025-07-21,Wrong Product,1,14384.08
R001458,O015097,P0265,C09711,2025-07-17,Changed Mind,2,10604.51
R001459,O015097,P0221,C09711,2025-07-12,Late Delivery,1,6546.68
R001460,O015123,P0022,C02709,2026-09-17,Product Defect,1,9850.9
R001461,O015123,P0333,C02709,2026-09-17,Product Defect,1,3943.17
R001462,O015141,P0045,C08105,2026-12-07,Product Defect,1,1962.71
R001463,O015141,P0218,C08105,2026-11-29,Size Issue,1,1807.3
R001464,O015145,P0312,C02856,2026-02-17,Wrong Product,1,482.6
R001465,O015165,P0072,C02612,2026-01-10,Not as Expected,1,20799.94
R001466,O015165,P0236,C02612,2026-01-15,Not as Expected,1,3174.98
R001467,O015165,P0145,C02612,2026-01-14,Changed Mind,1,14873.13
R001468,O015166,P0349,C02294,2026-11-08,Late Delivery,1,3979.55
R001469,O015166,P0068,C02294,2026-11-05,Changed Mind,1,33004.07
R001470,O015172,P0422,C01443,2025-07-24,Size Issue,1,7857.2
R001471,O015172,P0325,C01443,2025-07-15,Not as Expected,1,4516.82
R001472,O015203,P0280,C07404,2025-07-28,Size Issue,1,1929.25
R001473,O015241,P0304,C01952,2026-04-10,Wrong Product,1,3632.83
R001474,O015241,P0293,C01952,2026-04-03,Not as Expected,1,3267.28
R001475,O015267,P0088,C04835,2025-06-03,Wrong Product,1,10477.14
R001476,O015274,P0064,C07830,2025-05-16,Damaged During Delivery,1,11969.44
R001477,O015274,P0380,C07830,2025-05-19,Changed Mind,2,6209.36
R001478,O015279,P0404,C07423,2025-04-19,Size Issue,1,6341.83
R001479,O015287,P0296,C07475,2026-08-02,Damaged During Delivery,1,6534.5
R001480,O015287,P0017,C07475,2026-07-23,Not as Expected,1,1011.5
R001481,O015287,P0142,C07475,2026-07-21,Damaged During Delivery,1,2273.13
R001482,O015301,P0127,C06867,2025-02-15,Not as Expected,2,27815.76
R001483,O015383,P0312,C00602,2025-06-05,Changed Mind,1,431.06
R001484,O015387,P0221,C01024,2026-06-01,Not as Expected,1,5831.14
R001485,O015387,P0148,C01024,2026-06-06,Size Issue,2,2879.95
R001486,O015399,P0426,C03298,2026-10-16,Late Delivery,2,1499.76
R001487,O015400,P0200,C01319,2025-06-19,Changed Mind,2,22447.93
R001488,O015400,P0263,C01319,2025-06-17,Changed Mind,1,5589.66
R001489,O015460,P0123,C09733,2025-07-02,Product Defect,2,24635.66
R001490,O015491,P0169,C01415,2025-02-13,Wrong Product,1,4062.24
R001491,O015491,P0007,C01415,2025-02-22,Damaged During Delivery,1,8586.12
R001492,O015514,P0372,C04799,2026-05-24,Changed Mind,1,2567.05
R001493,O015525,P0089,C05608,2026-01-17,Size Issue,2,27907.09
R001494,O015531,P0005,C02281,2025-07-19,Not as Expected,1,26176.39
R001495,O015597,P0047,C04319,2025-06-11,Not as Expected,1,1510.54
R001496,O015609,P0483,C02246,2026-05-28,Wrong Product,1,2037.96
R001497,O015609,P0494,C02246,2026-05-21,Late Delivery,1,4580.56
R001498,O015631,P0052,C09894,2025-11-21,Product Defect,1,17175.38
R001499,O015663,P0195,C09212,2026-10-24,Late Delivery,1,13565.5
R001500,O015667,P0452,C00423,2025-11-19,Size Issue,1,1845.52
R001501,O015679,P0373,C08554,2025-11-14,Late Delivery,1,1740.41
R001502,O015679,P0028,C08554,2025-11-13,Not as Expected,1,13715.0
R001503,O015679,P0245,C08554,2025-11-17,Wrong Product,1,4879.16
R001504,O015685,P0340,C02031,2026-07-05,Product Defect,1,2368.76
R001505,O015690,P0140,C09004,2026-07-21,Damaged During Delivery,1,1400.53
R001506,O015696,P0047,C06131,2025-03-14,Not as Expected,2,2736.85
R001507,O015702,P0043,C07254,2026-06-27,Not as Expected,1,26564.38
R001508,O015705,P0141,C04824,2026-06-07,Damaged During Delivery,1,15614.2
R001509,O015708,P0472,C02759,2025-08-05,Wrong Product,1,6767.11
R001510,O015708,P0088,C02759,2025-08-10,Damaged During Delivery,1,10792.34
R001511,O015708,P0393,C02759,2025-07-25,Damaged During Delivery,1,1417.25
R001512,O015719,P0105,C03775,2026-12-27,Size Issue,3,27704.98
R001513,O015725,P0498,C01250,2026-11-22,Damaged During Delivery,1,1431.73
R001514,O015757,P0095,C08218,2027-01-04,Changed Mind,1,5707.72
R001515,O015757,P0425,C08218,2027-01-08,Size Issue,1,8407.35
R001516,O015768,P0208,C06041,2026-04-07,Not as Expected,1,396.42
R001517,O015785,P0199,C09074,2025-12-30,Not as Expected,1,13875.08
R001518,O015812,P0338,C04830,2026-11-18,Wrong Product,1,492.82
R001519,O015842,P0295,C09531,2026-01-23,Changed Mind,1,2102.68
R001520,O015855,P0047,C09796,2025-08-01,Size Issue,1,1454.96
R001521,O015880,P0013,C02685,2026-01-20,Not as Expected,1,28533.34
R001522,O015939,P0409,C08527,2026-05-17,Product Defect,1,9197.04
R001523,O015939,P0300,C08527,2026-05-29,Damaged During Delivery,1,1764.58
R001524,O015949,P0075,C00122,2026-03-30,Changed Mind,1,29756.7
R001525,O015969,P0116,C04264,2025-12-27,Size Issue,1,13009.84
