product_id,product_name,category,subcategory,brand,selling_price,cost_price,launch_date
P0284,Fashion Accessories Product 284,Fashion,Accessories,UrbanX,4152,2333.45,2024-08-27
P0285,Fashion Accessories Product 285,Fashion,Accessories,Pulse,4522,3001.86,2024-12-03
P0286,Fashion Accessories Product 286,Fashion,Accessories,Pulse,1800,1168.1,2024-08-08
P0287,Fashion Accessories Product 287,Fashion,Accessories,UrbanX,808,452.09,2024-04-23
P0288,Fashion Accessories Product 288,Fashion,Accessories,Mira,2014,1473.39,2025-08-13
P0289,Fashion Accessories Product 289,Fashion,Accessories,Aster,6226,4217.59,2025-02-28
P0290,Fashion Accessories Product 290,Fashion,Accessories,Nova,5130,2706.65,2025-04-05
P0291,Fashion Accessories Product 291,Fashion,Accessories,Nova,2545,1977.74,2025-09-17
P0292,Fashion Accessories Product 292,Fashion,Accessories,Aster,510,326.98,2024-07-05
P0293,Fashion Accessories Product 293,Fashion,Accessories,Mira,3418,2449.73,2024-10-21
P0294,Fashion Accessories Product 294,Fashion,Accessories,Pulse,2458,1777.78,2024-02-01
P0295,Fashion Accessories Product 295,Fashion,Accessories,Orion,2243,1378.33,2024-03-19
P0296,Fashion Accessories Product 296,Fashion,Accessories,Pulse,6823,3495.5,2024-05-24
P0297,Fashion Accessories Product 297,Fashion,Accessories,UrbanX,819,544.55,2025-04-12
P0298,Fashion Accessories Product 298,Fashion,Accessories,UrbanX,3568,1851.95,2024-05-11
P0299,Fashion Accessories Product 299,Fashion,Accessories,Vertex,5414,3629.27,2024-04-10
P0300,Fashion Accessories Product 300,Fashion,Accessories,Orion,1976,1067.25,2025-03-25
P0301,Beauty Skincare Product 301,Beauty,Skincare,UrbanX,3389,1775.17,2025-04-23
P0302,Beauty Skincare Product 302,Beauty,Skincare,Mira,1327,880.91,2025-03-07
P0303,Beauty Skincare Product 303,Beauty,Skincare,UrbanX,4034,2961.07,2025-03-27
P0304,Beauty Skincare Product 304,Beauty,Skincare,Nova,4021,2661.44,2024-09-18
P0305,Beauty Skincare Product 305,Beauty,Skincare,UrbanX,3763,2522.57,2025-10-11
P0306,Beauty Skincare Product 306,Beauty,Skincare,Mira,1808,1181.37,2025-08-24
P0307,Beauty Skincare Product 307,Beauty,Skincare,Aster,3217,2332.57,2025-09-03
P0308,Beauty Skincare Product 308,Beauty,Skincare,Zenith,2750,1751.62,2024-12-17
P0309,Beauty Skincare Product 309,Beauty,Skincare,Nova,3741,2183.83,2024-03-08
P0310,Beauty Skincare Product 310,Beauty,Skincare,Orion,3152,2338.04,2024-08-27
P0311,Beauty Skincare Product 311,Beauty,Skincare,UrbanX,4299,3151.3,2025-08-16
P0312,Beauty Skincare Product 312,Beauty,Skincare,Orion,498,311.49,2025-07-27
P0313,Beauty Skincare Product 313,Beauty,Skincare,Nova,285,199.98,2024-06-21
P0314,Beauty Skincare Product 314,Beauty,Skincare,UrbanX,2755,1569.44,2024-11-14
P0315,Beauty Skincare Product 315,Beauty,Skincare,Aster,1850,1136.09,2025-08-23
P0316,Beauty Skincare Product 316,Beauty,Skincare,Aster,4816,3391.01,2024-07-09
P0317,Beauty Skincare Product 317,Beauty,Skincare,Pulse,2517,1261.26,2024-06-10
P0318,Beauty Skincare Product 318,Beauty,Skincare,Pulse,398,294.33,2024-03-27
P0319,Beauty Skincare Product 319,Beauty,Skincare,Vertex,3186,1604.01,2024-11-15
P0320,Beauty Skincare Product 320,Beauty,Skincare,Nova,3691,2035.5,2024-08-18
P0321,Beauty Skincare Product 321,Beauty,Skincare,Orion,2492,1383.7,2024-05-14
P0322,Beauty Skincare Product 322,Beauty,Skincare,Vertex,4647,3300.95,2024-06-27
P0323,Beauty Skincare Product 323,Beauty,Skincare,Aster,493,261.97,2025-10-08
P0324,Beauty Skincare Product 324,Beauty,Skincare,Orion,662,496.96,2025-02-27
P0325,Beauty Skincare Product 325,Beauty,Skincare,Mira,4727,3415.11,2024-08-18
P0326,Beauty Haircare Product 326,Beauty,Haircare,Zenith,329,210.55,2025-02-15
P0327,Beauty Haircare Product 327,Beauty,Haircare,Mira,302,203.55,2025-08-19
P0328,Beauty Haircare Product 328,Beauty,Haircare,Orion,4412,2557.16,2025-06-27
P0329,Beauty Haircare Product 329,Beauty,Haircare,Vertex,2045,1242.12,2024-07-02
P0330,Beauty Haircare Product 330,Beauty,Haircare,Mira,4061,2461.73,2024-09-23
P0331,Beauty Haircare Product 331,Beauty,Haircare,Pulse,2015,1083.55,2024-06-16
P0332,Beauty Haircare Product 332,Beauty,Haircare,Nova,2375,1343.16,2024-11-04
P0333,Beauty Haircare Product 333,Beauty,Haircare,UrbanX,4120,2123.28,2024-10-09
P0334,Beauty Haircare Product 334,Beauty,Haircare,Nova,2270,1220.99,2025-05-30
P0335,Beauty Haircare Product 335,Beauty,Haircare,Zenith,204,113.5,2024-03-29
P0336,Beauty Haircare Product 336,Beauty,Haircare,Aster,2773,1601.16,2025-04-07
P0337,Beauty Haircare Product 337,Beauty,Haircare,Pulse,4175,2310.74,2024-07-28
P0338,Beauty Haircare Product 338,Beauty,Haircare,Zenith,523,399.08,2025-01-14
P0339,Beauty Haircare Product 339,Beauty,Haircare,Nova,1430,939.21,2024-03-26
P0340,Beauty Haircare Product 340,Beauty,Haircare,Pulse,2488,1660.89,2024-01-07
P0341,Beauty Haircare Product 341,Beauty,Haircare,Nova,371,203.75,2025-01-25
P0342,Beauty Haircare Product 342,Beauty,Haircare,Orion,1299,968.29,2025-03-16
P0343,Beauty Haircare Product 343,Beauty,Haircare,Orion,2419,1510.15,2024-12-25
P0344,Beauty Haircare Product 344,Beauty,Haircare,UrbanX,532,342.53,2024-03-22
P0345,Beauty Haircare Product 345,Beauty,Haircare,Aster,4620,2688.52,2024-08-23
P0346,Beauty Haircare Product 346,Beauty,Haircare,UrbanX,581,390.47,2025-09-06
P0347,Beauty Haircare Product 347,Beauty,Haircare,Nova,1284,755.22,2024-03-08
P0348,Beauty Haircare Product 348,Beauty,Haircare,Vertex,3735,2269.11,2024-07-25
P0349,Beauty Haircare Product 349,Beauty,Haircare,Orion,4197,2146.57,2024-06-28
P0350,Beauty Haircare Product 350,Beauty,Haircare,Orion,3566,2087.87,2024-05-02
P0351,Beauty Personal Care Product 351,Beauty,Personal Care,Orion,2347,1810.17,2024-04-10
P0352,Beauty Personal Care Product 352,Beauty,Personal Care,UrbanX,2393,1307.91,2024-02-05
P0353,Beauty Personal Care Product 353,Beauty,Personal Care,Mira,2541,1594.67,2024-04-28
P0354,Beauty Personal Care Product 354,Beauty,Personal Care,Pulse,2474,1859.59,2025-02-05
P0355,Beauty Personal Care Product 355,Beauty,Personal Care,Mira,942,726.86,2025-05-02
P0356,Beauty Personal Care Product 356,Beauty,Personal Care,Nova,4749,3267.41,2024-02-13
P0357,Beauty Personal Care Product 357,Beauty,Personal Care,Aster,3977,2679.49,2025-09-10
P0358,Beauty Personal Care Product 358,Beauty,Personal Care,Aster,1497,1119.38,2024-06-10
P0359,Beauty Personal Care Product 359,Beauty,Personal Care,Orion,321,228.64,2024-12-09
P0360,Beauty Personal Care Product 360,Beauty,Personal Care,Vertex,3619,2122.64,2024-06-10
P0361,Beauty Personal Care Product 361,Beauty,Personal Care,Mira,3648,2490.15,2024-09-15
P0362,Beauty Personal Care Product 362,Beauty,Personal Care,Nova,3100,1610.58,2025-05-13
P0363,Beauty Personal Care Product 363,Beauty,Personal Care,UrbanX,3316,1725.45,2025-06-17
P0364,Beauty Personal Care Product 364,Beauty,Personal Care,Mira,402,276.1,2025-08-04
P0365,Beauty Personal Care Product 365,Beauty,Personal Care,UrbanX,1045,760.8,2024-02-08
P0366,Beauty Personal Care Product 366,Beauty,Personal Care,Pulse,1420,995.98,2025-03-07
P0367,Beauty Personal Care Product 367,Beauty,Personal Care,UrbanX,1198,707.19,2024-05-01
P0368,Beauty Personal Care Product 368,Beauty,Personal Care,Aster,314,222.79,2024-11-20
P0369,Beauty Personal Care Product 369,Beauty,Personal Care,Aster,3413,1833.54,2025-09-23
P0370,Beauty Personal Care Product 370,Beauty,Personal Care,Mira,957,606.53,2024-12-03
P0371,Beauty Personal Care Product 371,Beauty,Personal Care,Zenith,2562,1690.21,2025-03-06
P0372,Beauty Personal Care Product 372,Beauty,Personal Care,Aster,3003,1532.92,2024-06-17
P0373,Beauty Personal Care Product 373,Beauty,Personal Care,Nova,1934,1244.98,2024-05-11
P0374,Beauty Personal Care Product 374,Beauty,Personal Care,Zenith,4420,2555.04,2025-06-17
P0375,Beauty Personal Care Product 375,Beauty,Personal Care,Nova,2792,2049.96,2025-07-16
P0376,Beauty Makeup Product 376,Beauty,Makeup,UrbanX,2606,1643.48,2025-07-11
P0377,Beauty Makeup Product 377,Beauty,Makeup,Nova,4342,2580.14,2025-06-17
P0378,Beauty Makeup Product 378,Beauty,Makeup,Zenith,1457,744.85,2025-03-04
P0379,Beauty Makeup Product 379,Beauty,Makeup,Orion,476,249.45,2024-03-28
P0380,Beauty Makeup Product 380,Beauty,Makeup,Nova,3520,2676.87,2025-02-10
P0381,Beauty Makeup Product 381,Beauty,Makeup,Pulse,4024,3126.22,2024-04-29
P0382,Beauty Makeup Product 382,Beauty,Makeup,Pulse,2213,1524.32,2024-04-03
P0383,Beauty Makeup Product 383,Beauty,Makeup,Nova,3006,1932.59,2024-10-23
P0384,Beauty Makeup Product 384,Beauty,Makeup,Nova,4938,2859.16,2025-08-06
P0385,Beauty Makeup Product 385,Beauty,Makeup,Pulse,4653,2865.9,2024-06-04
P0386,Beauty Makeup Product 386,Beauty,Makeup,Orion,2086,1121.71,2025-08-30
P0387,Beauty Makeup Product 387,Beauty,Makeup,Aster,341,252.59,2024-02-25
P0388,Beauty Makeup Product 388,Beauty,Makeup,Orion,4316,2319.88,2024-05-06
P0389,Beauty Makeup Product 389,Beauty,Makeup,Mira,1069,620.87,2025-02-21
P0390,Beauty Makeup Product 390,Beauty,Makeup,Pulse,863,440.1,2024-06-15
P0391,Beauty Makeup Product 391,Beauty,Makeup,Mira,1097,729.67,2024-06-19
P0392,Beauty Makeup Product 392,Beauty,Makeup,Nova,2985,2183.35,2025-08-15
P0393,Beauty Makeup Product 393,Beauty,Makeup,Orion,1480,1017.45,2024-03-24
P0394,Beauty Makeup Product 394,Beauty,Makeup,Aster,780,511.83,2024-11-13
P0395,Beauty Makeup Product 395,Beauty,Makeup,UrbanX,1772,974.05,2025-06-26
P0396,Beauty Makeup Product 396,Beauty,Makeup,Mira,1621,906.9,2025-08-16
P0397,Beauty Makeup Product 397,Beauty,Makeup,UrbanX,4773,3309.06,2024-02-29
P0398,Beauty Makeup Product 398,Beauty,Makeup,UrbanX,1137,587.2,2025-07-15
P0399,Beauty Makeup Product 399,Beauty,Makeup,Nova,4555,2420.89,2025-03-06
P0400,Beauty Makeup Product 400,Beauty,Makeup,UrbanX,3765,2840.72,2025-02-13
P0401,Sports Fitness Product 401,Sports,Fitness,UrbanX,3659,2484.35,2024-12-12
P0402,Sports Fitness Product 402,Sports,Fitness,Pulse,1686,1058.07,2025-01-20
P0403,Sports Fitness Product 403,Sports,Fitness,Mira,11547,7116.1,2024-08-17
P0404,Sports Fitness Product 404,Sports,Fitness,Orion,7221,5439.37,2024-03-10
P0405,Sports Fitness Product 405,Sports,Fitness,UrbanX,11206,6281.23,2025-08-21
P0406,Sports Fitness Product 406,Sports,Fitness,Orion,11985,9224.72,2024-04-11
P0407,Sports Fitness Product 407,Sports,Fitness,Aster,7304,4016.7,2024-05-13
P0408,Sports Fitness Product 408,Sports,Fitness,Aster,10802,8388.48,2024-04-22
P0409,Sports Fitness Product 409,Sports,Fitness,Zenith,10271,7672.26,2024-06-30
P0410,Sports Fitness Product 410,Sports,Fitness,Aster,11525,7500.38,2025-05-25
P0411,Sports Fitness Product 411,Sports,Fitness,UrbanX,8023,4129.55,2024-12-28
P0412,Sports Fitness Product 412,Sports,Fitness,Nova,6787,4631.42,2024-10-20
P0413,Sports Fitness Product 413,Sports,Fitness,Vertex,8226,4410.87,2024-12-29
P0414,Sports Fitness Product 414,Sports,Fitness,Orion,4497,3202.42,2025-05-28
P0415,Sports Fitness Product 415,Sports,Fitness,Mira,7624,5570.62,2025-06-28
P0416,Sports Fitness Product 416,Sports,Fitness,Zenith,11364,8638.68,2024-09-16
P0417,Sports Fitness Product 417,Sports,Fitness,Pulse,7726,5899.72,2025-03-14
P0418,Sports Fitness Product 418,Sports,Fitness,UrbanX,8774,6711.38,2025-07-19
P0419,Sports Fitness Product 419,Sports,Fitness,Vertex,9582,7417.15,2024-10-30
P0420,Sports Fitness Product 420,Sports,Fitness,Orion,1568,906.0,2024-05-29
P0421,Sports Fitness Product 421,Sports,Fitness,Vertex,1555,1208.27,2025-06-12
P0422,Sports Fitness Product 422,Sports,Fitness,Mira,8501,4967.4,2024-10-23
P0423,Sports Fitness Product 423,Sports,Fitness,Aster,2128,1534.7,2024-09-19
P0424,Sports Fitness Product 424,Sports,Fitness,Orion,2577,1777.07,2025-09-20
P0425,Sports Fitness Product 425,Sports,Fitness,Vertex,8842,6706.89,2024-02-15
P0426,Sports Running Product 426,Sports,Running,UrbanX,829,555.52,2025-02-12
P0427,Sports Running Product 427,Sports,Running,Nova,9808,4992.31,2025-02-13
P0428,Sports Running Product 428,Sports,Running,Zenith,3545,2680.26,2025-07-28
P0429,Sports Running Product 429,Sports,Running,Zenith,2815,1825.84,2025-08-13
P0430,Sports Running Product 430,Sports,Running,Vertex,6440,4204.56,2025-03-23
P0431,Sports Running Product 431,Sports,Running,Vertex,8242,6118.34,2024-06-02
P0432,Sports Running Product 432,Sports,Running,UrbanX,4826,2802.62,2025-08-03
P0433,Sports Running Product 433,Sports,Running,UrbanX,1166,870.21,2024-11-02
P0434,Sports Running Product 434,Sports,Running,Nova,1822,1408.69,2024-12-31
P0435,Sports Running Product 435,Sports,Running,Pulse,4935,3056.78,2025-05-31
P0436,Sports Running Product 436,Sports,Running,Orion,6616,4796.44,2024-08-10
P0437,Sports Running Product 437,Sports,Running,Zenith,8649,5966.61,2025-05-12
P0438,Sports Running Product 438,Sports,Running,Vertex,8270,5955.8,2025-06-25
P0439,Sports Running Product 439,Sports,Running,Orion,11434,8780.58,2025-02-18
P0440,Sports Running Product 440,Sports,Running,Zenith,4146,2370.54,2024-06-29
P0441,Sports Running Product 441,Sports,Running,Orion,8858,5141.09,2025-02-21
P0442,Sports Running Product 442,Sports,Running,Pulse,9355,5850.0,2025-05-13
P0443,Sports Running Product 443,Sports,Running,Pulse,8611,6256.54,2025-05-26
P0444,Sports Running Product 444,Sports,Running,UrbanX,1861,1217.43,2024-10-19
P0445,Sports Running Product 445,Sports,Running,Pulse,11148,8442.7,2024-01-18
P0446,Sports Running Product 446,Sports,Running,Zenith,4150,2210.86,2024-12-30
P0447,Sports Running Product 447,Sports,Running,Nova,2225,1128.11,2024-08-23
P0448,Sports Running Product 448,Sports,Running,Nova,2865,2162.6,2024-05-16
P0449,Sports Running Product 449,Sports,Running,Vertex,11860,9247.78,2025-06-20
P0450,Sports Running Product 450,Sports,Running,Mira,11688,7921.36,2025-05-15
P0451,Sports Outdoor Product 451,Sports,Outdoor,UrbanX,902,556.25,2024-06-25
P0452,Sports Outdoor Product 452,Sports,Outdoor,Nova,1967,1325.62,2024-12-31
P0453,Sports Outdoor Product 453,Sports,Outdoor,Aster,3889,2039.38,2025-02-08
P0454,Sports Outdoor Product 454,Sports,Outdoor,UrbanX,10808,6903.81,2025-08-10
P0455,Sports Outdoor Product 455,Sports,Outdoor,Orion,6531,3455.55,2025-06-27
P0456,Sports Outdoor Product 456,Sports,Outdoor,Zenith,989,691.51,2024-05-29
P0457,Sports Outdoor Product 457,Sports,Outdoor,Mira,5252,3671.03,2025-03-23
P0458,Sports Outdoor Product 458,Sports,Outdoor,Vertex,10046,5502.13,2025-09-04
P0459,Sports Outdoor Product 459,Sports,Outdoor,Orion,10167,7510.6,2025-09-20
P0460,Sports Outdoor Product 460,Sports,Outdoor,Orion,5151,2646.92,2025-02-24
P0461,Sports Outdoor Product 461,Sports,Outdoor,Nova,2783,1832.44,2025-09-17
P0462,Sports Outdoor Product 462,Sports,Outdoor,Orion,9661,5444.62,2025-08-20
P0463,Sports Outdoor Product 463,Sports,Outdoor,Vertex,3696,1925.24,2024-10-13
P0464,Sports Outdoor Product 464,Sports,Outdoor,Pulse,7665,5445.27,2024-06-14
P0465,Sports Outdoor Product 465,Sports,Outdoor,Orion,4797,3735.5,2025-05-10
P0466,Sports Outdoor Product 466,Sports,Outdoor,Aster,8262,5484.24,2025-08-27
P0467,Sports Outdoor Product 467,Sports,Outdoor,UrbanX,2786,2058.89,2024-01-14
P0468,Sports Outdoor Product 468,Sports,Outdoor,UrbanX,11228,7747.85,2024-04-10
P0469,Sports Outdoor Product 469,Sports,Outdoor,Zenith,11372,7457.15,2024-08-14
P0470,Sports Outdoor Product 470,Sports,Outdoor,UrbanX,5623,3099.44,2024-01-15
P0471,Sports Outdoor Product 471,Sports,Outdoor,Mira,2151,1429.83,2025-09-21
P0472,Sports Outdoor Product 472,Sports,Outdoor,Vertex,7413,5011.64,2024-01-28
P0473,Sports Outdoor Product 473,Sports,Outdoor,Orion,11643,6635.87,2024-03-28
P0474,Sports Outdoor Product 474,Sports,Outdoor,Zenith,3946,2401.41,2025-03-10
P0475,Sports Outdoor Product 475,Sports,Outdoor,Nova,3687,2117.8,2024-12-08
P0476,Sports Sportswear Product 476,Sports,Sportswear,Mira,2475,1484.81,2024-01-07
P0477,Sports Sportswear Product 477,Sports,Sportswear,Aster,6112,4477.87,2025-01-12
P0478,Sports Sportswear Product 478,Sports,Sportswear,UrbanX,3683,2623.73,2025-03-29
P0479,Sports Sportswear Product 479,Sports,Sportswear,UrbanX,4661,3551.9,2024-03-07
P0480,Sports Sportswear Product 480,Sports,Sportswear,Vertex,1662,955.28,2024-08-29
P0481,Sports Sportswear Product 481,Sports,Sportswear,Vertex,10247,6109.76,2024-10-25
P0482,Sports Sportswear Product 482,Sports,Sportswear,Aster,11881,6951.35,2024-02-03
P0483,Sports Sportswear Product 483,Sports,Sportswear,UrbanX,2144,1282.83,2024-11-19
P0484,Sports Sportswear Product 484,Sports,Sportswear,Pulse,7501,5703.38,2025-08-20
P0485,Sports Sportswear Product 485,Sports,Sportswear,Mira,8361,5725.05,2024-05-24
P0486,Sports Sportswear Product 486,Sports,Sportswear,Zenith,9160,6625.06,2024-12-29
P0487,Sports Sportswear Product 487,Sports,Sportswear,Zenith,5285,2972.49,2025-08-17
P0488,Sports Sportswear Product 488,Sports,Sportswear,UrbanX,9740,5911.02,2024-10-16
P0489,Sports Sportswear Product 489,Sports,Sportswear,UrbanX,5141,2995.77,2024-10-25
P0490,Sports Sportswear Product 490,Sports,Sportswear,Pulse,5990,3820.79,2025-03-15
P0491,Sports Sportswear Product 491,Sports,Sportswear,Pulse,11317,7678.58,2024-07-30
P0492,Sports Sportswear Product 492,Sports,Sportswear,Mira,11774,7784.07,2025-06-02
P0493,Sports Sportswear Product 493,Sports,Sportswear,Zenith,3209,2123.17,2025-03-09
P0494,Sports Sportswear Product 494,Sports,Sportswear,Zenith,5361,3672.07,2024-07-06
P0495,Sports Sportswear Product 495,Sports,Sportswear,UrbanX,9658,6656.91,2024-04-18
P0496,Sports Sportswear Product 496,Sports,Sportswear,Orion,4573,2636.23,2024-04-23
P0497,Sports Sportswear Product 497,Sports,Sportswear,Pulse,9553,5983.56,2024-03-22
P0498,Sports Sportswear Product 498,Sports,Sportswear,Orion,1669,879.29,2024-08-21
P0499,Sports Sportswear Product 499,Sports,Sportswear,Zenith,11390,6103.64,2025-08-24
P0500,Sports Sportswear Product 500,Sports,Sportswear,UrbanX,2596,1555.02,2025-09-22
