order_item_id,order_id,product_id,quantity,unit_price,discount_percent,cost_price,revenue,cost,profit
OI0013475,O009617,P0100,2,18648,3.26,10804.92,36080.29,21609.84,14470.45
OI0013476,O009617,P0097,1,34142,9.14,20348.47,31019.74,20348.47,10671.27
OI0013477,O009618,P0487,1,5285,11.96,2972.49,4652.82,2972.49,1680.33
OI0013478,O009619,P0113,2,15737,2.05,12109.2,30829.06,24218.4,6610.66
OI0013479,O009620,P0272,2,2584,7.54,1612.53,4778.54,3225.06,1553.48
OI0013480,O009620,P0427,2,9808,9.17,4992.31,17817.56,9984.62,7832.94
OI0013481,O009620,P0142,2,2653,10.37,1701.33,4755.73,3402.66,1353.07
OI0013482,O009621,P0094,1,16635,7.34,11811.15,15414.67,11811.15,3603.52
OI0013483,O009622,P0015,2,13561,3.88,9273.98,26069.65,18547.96,7521.69
OI0013484,O009623,P0265,1,5758,7.14,2959.42,5346.82,2959.42,2387.4
OI0013485,O009623,P0212,2,5229,3.98,2833.96,10042.08,5667.92,4374.16
OI0013486,O009624,P0236,1,3371,3.16,2624.54,3264.54,2624.54,640.0
OI0013487,O009624,P0060,1,15160,27.54,9047.12,10984.94,9047.12,1937.82
OI0013488,O009625,P0493,1,3209,4.92,2123.17,3051.08,2123.17,927.91
OI0013489,O009625,P0181,2,14867,11.69,7940.52,26257.22,15881.04,10376.18
OI0013490,O009626,P0081,1,32196,8.9,18095.55,29329.88,18095.55,11234.33
OI0013491,O009627,P0192,1,3666,8.07,2746.22,3370.09,2746.22,623.87
OI0013492,O009628,P0315,1,1850,3.1,1136.09,1792.58,1136.09,656.49
OI0013493,O009629,P0178,1,15968,11.97,10810.91,14056.58,10810.91,3245.67
OI0013494,O009630,P0332,1,2375,9.17,1343.16,2157.11,1343.16,813.95
OI0013495,O009631,P0423,1,2128,10.78,1534.7,1898.5,1534.7,363.8
OI0013496,O009631,P0339,1,1430,11.62,939.21,1263.87,939.21,324.66
OI0013497,O009632,P0400,1,3765,5.76,2840.72,3548.08,2840.72,707.36
OI0013498,O009633,P0442,1,9355,11.59,5850.0,8270.69,5850.0,2420.69
OI0013499,O009633,P0041,2,16218,11.94,12242.38,28564.56,24484.76,4079.8
OI0013500,O009634,P0359,1,321,6.73,228.64,299.4,228.64,70.76
OI0013501,O009635,P0266,1,4234,2.41,2180.37,4131.91,2180.37,1951.54
OI0013502,O009636,P0117,1,7229,14.71,4433.33,6165.91,4433.33,1732.58
OI0013503,O009637,P0096,1,3328,12.11,2250.65,2924.92,2250.65,674.27
OI0013504,O009637,P0099,1,34295,9.54,17725.01,31021.63,17725.01,13296.62
OI0013505,O009637,P0071,2,28140,7.87,17056.73,51849.24,34113.46,17735.78
OI0013506,O009638,P0206,1,5617,4.05,3554.31,5389.48,3554.31,1835.17
OI0013507,O009638,P0316,1,4816,4.76,3391.01,4586.68,3391.01,1195.67
OI0013508,O009638,P0393,1,1480,8.8,1017.45,1349.72,1017.45,332.27
OI0013509,O009639,P0480,1,1662,6.57,955.28,1552.75,955.28,597.47
OI0013510,O009640,P0342,1,1299,13.9,968.29,1118.4,968.29,150.11
OI0013511,O009641,P0358,1,1497,2.85,1119.38,1454.28,1119.38,334.9
OI0013512,O009641,P0458,2,10046,6.65,5502.13,18755.16,11004.26,7750.9
OI0013513,O009642,P0476,1,2475,11.18,1484.81,2198.26,1484.81,713.45
OI0013514,O009642,P0121,1,2994,11.54,1687.02,2648.62,1687.02,961.6
OI0013515,O009643,P0479,1,4661,5.94,3551.9,4383.92,3551.9,832.02
OI0013516,O009643,P0309,1,3741,9.14,2183.83,3399.11,2183.83,1215.28
OI0013517,O009643,P0094,1,16635,14.82,11811.15,14168.89,11811.15,2357.74
OI0013518,O009644,P0018,1,17638,14.14,13051.38,15143.43,13051.38,2092.05
OI0013519,O009645,P0093,1,15360,12.64,11660.07,13418.96,11660.07,1758.89
OI0013520,O009646,P0368,2,314,5.32,222.79,594.58,445.58,149.0
OI0013521,O009646,P0472,1,7413,4.21,5011.64,7100.97,5011.64,2089.33
OI0013522,O009646,P0204,1,4766,8.07,2885.69,4381.37,2885.69,1495.68
OI0013523,O009647,P0328,3,4412,2.26,2557.16,12936.92,7671.48,5265.44
OI0013524,O009647,P0017,1,1306,11.94,709.89,1150.13,709.89,440.24
OI0013525,O009648,P0335,1,204,4.11,113.5,195.61,113.5,82.11
OI0013526,O009649,P0148,1,1623,9.29,1012.39,1472.29,1012.39,459.9
OI0013527,O009649,P0431,1,8242,5.79,6118.34,7765.02,6118.34,1646.68
OI0013528,O009650,P0027,2,18234,2.16,9473.96,35679.86,18947.92,16731.94
OI0013529,O009650,P0459,1,10167,6.07,7510.6,9549.74,7510.6,2039.14
OI0013530,O009651,P0460,3,5151,4.85,2646.92,14702.98,7940.76,6762.22
OI0013531,O009651,P0323,1,493,8.7,261.97,450.11,261.97,188.14
OI0013532,O009652,P0024,3,15366,13.04,8035.82,40084.73,24107.46,15977.27
OI0013533,O009653,P0153,1,5603,14.48,3344.2,4791.82,3344.2,1447.62
OI0013534,O009653,P0134,1,17527,11.3,11750.18,15545.66,11750.18,3795.48
OI0013535,O009653,P0018,1,17638,4.25,13051.38,16888.34,13051.38,3836.96
OI0013536,O009654,P0447,1,2225,7.0,1128.11,2069.36,1128.11,941.25
OI0013537,O009654,P0145,1,15268,7.45,11729.23,14131.16,11729.23,2401.93
OI0013538,O009655,P0052,2,19070,5.47,9628.06,36053.57,19256.12,16797.45
OI0013539,O009656,P0204,1,4766,5.02,2885.69,4526.94,2885.69,1641.25
OI0013540,O009656,P0453,3,3889,11.72,2039.38,10299.28,6118.14,4181.14
OI0013541,O009656,P0103,1,1790,5.18,1378.19,1697.35,1378.19,319.16
OI0013542,O009657,P0161,1,13423,4.58,9538.56,12808.84,9538.56,3270.28
OI0013543,O009658,P0438,1,8270,5.73,5955.8,7796.21,5955.8,1840.41
OI0013544,O009659,P0399,1,4555,13.0,2420.89,3962.93,2420.89,1542.04
OI0013545,O009660,P0051,1,10148,13.14,5657.91,8814.36,5657.91,3156.45
OI0013546,O009660,P0475,1,3687,8.36,2117.8,3378.86,2117.8,1261.06
OI0013547,O009661,P0160,1,8138,11.31,4293.61,7217.19,4293.61,2923.58
OI0013548,O009662,P0212,2,5229,7.15,2833.96,9710.01,5667.92,4042.09
OI0013549,O009663,P0044,1,6906,7.99,4053.1,6354.14,4053.1,2301.04
OI0013550,O009663,P0144,2,13367,11.6,7080.64,23632.29,14161.28,9471.01
OI0013551,O009664,P0342,2,1299,4.55,968.29,2479.75,1936.58,543.17
OI0013552,O009665,P0188,1,10914,9.25,6547.09,9904.44,6547.09,3357.35
OI0013553,O009666,P0184,2,10282,8.59,6925.34,18797.71,13850.68,4947.03
OI0013554,O009666,P0031,1,33429,6.96,23902.03,31103.31,23902.03,7201.28
OI0013555,O009666,P0072,1,22561,3.95,13652.54,21670.18,13652.54,8017.64
OI0013556,O009667,P0049,3,8117,2.35,4536.51,23778.8,13609.53,10169.27
OI0013557,O009668,P0322,1,4647,6.99,3300.95,4322.04,3300.95,1021.09
OI0013558,O009669,P0047,1,1545,14.2,836.91,1325.59,836.91,488.68
OI0013559,O009670,P0415,1,7624,3.71,5570.62,7341.44,5570.62,1770.82
OI0013560,O009671,P0009,2,32404,19.1,22309.51,52431.01,44619.02,7811.99
OI0013561,O009672,P0218,1,2009,12.53,1117.49,1757.21,1117.49,639.72
OI0013562,O009673,P0238,1,3343,8.92,2358.01,3044.72,2358.01,686.71
OI0013563,O009673,P0258,1,6244,5.5,4634.93,5900.74,4634.93,1265.81
OI0013564,O009674,P0311,1,4299,8.24,3151.3,3944.81,3151.3,793.51
OI0013565,O009674,P0025,1,33197,2.62,17371.92,32326.38,17371.92,14954.46
OI0013566,O009675,P0450,1,11688,3.83,7921.36,11240.19,7921.36,3318.83
OI0013567,O009675,P0158,1,833,14.11,490.73,715.45,490.73,224.72
OI0013568,O009676,P0029,1,28352,12.57,15179.59,24788.57,15179.59,9608.98
OI0013569,O009676,P0178,1,15968,6.11,10810.91,14992.09,10810.91,4181.18
OI0013570,O009677,P0176,2,13286,3.15,10006.72,25735.51,20013.44,5722.07
OI0013571,O009677,P0168,2,2761,9.69,2099.62,4986.9,4199.24,787.66
OI0013572,O009677,P0445,1,11148,2.62,8442.7,10855.68,8442.7,2412.98
OI0013573,O009678,P0218,1,2009,13.89,1117.49,1730.01,1117.49,612.52
OI0013574,O009678,P0154,1,6853,12.67,5271.85,5985.01,5271.85,713.16
OI0013575,O009678,P0405,1,11206,3.96,6281.23,10762.4,6281.23,4481.17
OI0013576,O009679,P0077,1,9433,8.81,5072.8,8601.83,5072.8,3529.03
OI0013577,O009679,P0391,1,1097,11.32,729.67,972.84,729.67,243.17
OI0013578,O009680,P0178,2,15968,10.1,10810.91,28709.1,21621.82,7087.28
OI0013579,O009681,P0099,1,34295,3.05,17725.01,33248.42,17725.01,15523.41
OI0013580,O009681,P0204,1,4766,10.09,2885.69,4284.92,2885.69,1399.23
OI0013581,O009681,P0315,1,1850,9.64,1136.09,1671.64,1136.09,535.55
OI0013582,O009682,P0447,3,2225,5.08,1128.11,6335.61,3384.33,2951.28
OI0013583,O009682,P0112,1,659,14.81,432.38,561.39,432.38,129.01
OI0013584,O009683,P0255,1,6382,10.11,3332.34,5736.62,3332.34,2404.28
OI0013585,O009683,P0259,1,6327,2.71,3911.84,6155.75,3911.84,2243.91
OI0013586,O009683,P0284,3,4152,2.2,2333.45,12182.53,7000.35,5182.18
OI0013587,O009684,P0467,2,2786,2.01,2058.89,5460.09,4117.78,1342.31
OI0013588,O009684,P0125,1,16561,13.11,10910.7,14390.33,10910.7,3479.63
OI0013589,O009685,P0006,2,25625,9.27,13790.34,46499.56,27580.68,18918.88
OI0013590,O009686,P0106,1,6310,9.27,3297.55,5725.3,3297.55,2427.75
OI0013591,O009687,P0482,1,11881,6.03,6951.35,11164.77,6951.35,4213.42
OI0013592,O009688,P0280,2,2253,6.86,1351.49,4196.79,2702.98,1493.81
OI0013593,O009688,P0173,1,10464,12.39,5320.86,9167.32,5320.86,3846.46
OI0013594,O009688,P0246,1,3385,4.23,2047.49,3241.82,2047.49,1194.33
OI0013595,O009689,P0267,1,6999,13.62,4042.45,6045.8,4042.45,2003.35
OI0013596,O009689,P0403,1,11547,8.74,7116.1,10537.81,7116.1,3421.71
OI0013597,O009690,P0064,1,13505,12.97,8756.91,11752.81,8756.91,2995.9
OI0013598,O009691,P0028,1,15778,5.55,11665.62,14901.92,11665.62,3236.3
OI0013599,O009692,P0128,2,10758,10.83,5594.17,19186.3,11188.34,7997.96
OI0013600,O009692,P0220,1,1107,6.05,704.78,1040.01,704.78,335.23
OI0013601,O009693,P0033,2,8318,10.14,6362.96,14949.7,12725.92,2223.78
OI0013602,O009694,P0441,1,8858,13.93,5141.09,7623.9,5141.09,2482.81
OI0013603,O009694,P0335,1,204,3.18,113.5,197.51,113.5,84.01
OI0013604,O009695,P0229,2,2201,11.01,1261.06,3917.27,2522.12,1395.15
OI0013605,O009695,P0384,1,4938,10.34,2859.16,4427.32,2859.16,1568.16
OI0013606,O009696,P0335,2,204,10.66,113.5,364.49,227.0,137.49
OI0013607,O009697,P0228,2,1329,7.46,826.63,2459.65,1653.26,806.39
OI0013608,O009698,P0191,2,13560,9.19,7502.36,24628.98,15004.72,9624.26
OI0013609,O009698,P0387,1,341,12.89,252.59,297.04,252.59,44.45
OI0013610,O009698,P0383,1,3006,6.02,1932.59,2825.18,1932.59,892.59
OI0013611,O009699,P0007,3,9946,4.28,6210.02,28562.3,18630.06,9932.24
OI0013612,O009700,P0116,1,13349,7.95,8104.95,12287.32,8104.95,4182.37
OI0013613,O009701,P0317,1,2517,11.03,1261.26,2239.48,1261.26,978.22
OI0013614,O009701,P0300,2,1976,9.89,1067.25,3561.3,2134.5,1426.8
OI0013615,O009701,P0427,2,9808,7.35,4992.31,18174.61,9984.62,8189.99
OI0013616,O009702,P0104,2,14835,3.87,11448.39,28520.39,22896.78,5623.61
OI0013617,O009703,P0290,1,5130,9.4,2706.65,4647.64,2706.65,1940.99
OI0013618,O009703,P0490,1,5990,4.03,3820.79,5748.68,3820.79,1927.89
OI0013619,O009703,P0331,1,2015,6.25,1083.55,1889.14,1083.55,805.59
OI0013620,O009704,P0244,1,2449,5.39,1806.88,2317.11,1806.88,510.23
OI0013621,O009705,P0219,2,2400,3.12,1291.63,4650.23,2583.26,2066.97
OI0013622,O009705,P0469,1,11372,13.33,7457.15,9856.22,7457.15,2399.07
OI0013623,O009705,P0316,1,4816,10.57,3391.01,4306.83,3391.01,915.82
OI0013624,O009706,P0212,1,5229,7.27,2833.96,4849.05,2833.96,2015.09
OI0013625,O009707,P0477,1,6112,9.03,4477.87,5560.04,4477.87,1082.17
OI0013626,O009707,P0106,3,6310,14.95,3297.55,16100.51,9892.65,6207.86
OI0013627,O009708,P0044,1,6906,4.45,4053.1,6598.61,4053.1,2545.51
OI0013628,O009708,P0317,1,2517,11.4,1261.26,2229.98,1261.26,968.72
OI0013629,O009708,P0175,1,14594,8.1,9863.74,13412.43,9863.74,3548.69
OI0013630,O009709,P0442,1,9355,13.92,5850.0,8053.12,5850.0,2203.12
OI0013631,O009710,P0077,1,9433,6.03,5072.8,8864.41,5072.8,3791.61
OI0013632,O009710,P0053,1,4815,3.79,2665.45,4632.42,2665.45,1966.97
OI0013633,O009711,P0299,2,5414,3.15,3629.27,10486.77,7258.54,3228.23
OI0013634,O009712,P0429,2,2815,12.24,1825.84,4941.14,3651.68,1289.46
OI0013635,O009712,P0468,1,11228,14.98,7747.85,9545.59,7747.85,1797.74
OI0013636,O009713,P0469,2,11372,3.08,7457.15,22042.78,14914.3,7128.48
OI0013637,O009714,P0078,1,25416,8.75,19401.68,23191.54,19401.68,3789.86
OI0013638,O009714,P0312,1,498,6.3,311.49,466.61,311.49,155.12
OI0013639,O009714,P0494,2,5361,3.88,3672.07,10305.99,7344.14,2961.85
OI0013640,O009715,P0384,1,4938,2.58,2859.16,4810.75,2859.16,1951.59
OI0013641,O009715,P0342,2,1299,11.37,968.29,2302.54,1936.58,365.96
OI0013642,O009716,P0477,1,6112,7.68,4477.87,5642.41,4477.87,1164.54
OI0013643,O009717,P0250,1,5937,6.54,4447.0,5548.98,4447.0,1101.98
OI0013644,O009718,P0035,1,27199,19.7,17128.95,21840.84,17128.95,4711.89
OI0013645,O009719,P0334,1,2270,2.3,1220.99,2217.84,1220.99,996.85
OI0013646,O009720,P0491,1,11317,14.98,7678.58,9621.73,7678.58,1943.15
OI0013647,O009721,P0146,1,16595,8.97,10595.7,15105.89,10595.7,4510.19
OI0013648,O009722,P0033,1,8318,4.14,6362.96,7973.35,6362.96,1610.39
OI0013649,O009723,P0164,1,17779,7.63,9870.79,16422.16,9870.79,6551.37
OI0013650,O009724,P0227,1,6404,7.27,4657.67,5938.38,4657.67,1280.71
OI0013651,O009724,P0376,1,2606,9.32,1643.48,2363.17,1643.48,719.69
OI0013652,O009725,P0375,1,2792,11.83,2049.96,2461.63,2049.96,411.67
OI0013653,O009726,P0263,1,6546,7.31,3672.12,6067.35,3672.12,2395.23
OI0013654,O009727,P0116,1,13349,8.67,8104.95,12192.18,8104.95,4087.23
OI0013655,O009728,P0044,1,6906,10.22,4053.1,6200.12,4053.1,2147.02
OI0013656,O009728,P0166,2,8059,14.32,4814.97,13810.43,9629.94,4180.49
OI0013657,O009729,P0098,1,10835,17.68,6533.31,8919.64,6533.31,2386.33
OI0013658,O009730,P0484,1,7501,8.8,5703.38,6841.21,5703.38,1137.83
OI0013659,O009731,P0019,1,21201,14.96,12730.98,18028.7,12730.98,5297.72
OI0013660,O009731,P0109,1,15128,5.33,8332.6,14322.43,8332.6,5989.83
OI0013661,O009732,P0398,1,1137,3.57,587.2,1096.37,587.2,509.17
OI0013662,O009733,P0168,2,2761,3.39,2099.62,5334.74,4199.24,1135.5
OI0013663,O009734,P0123,2,14025,8.14,9441.16,25765.59,18882.32,6883.27
OI0013664,O009734,P0300,1,1976,11.87,1067.25,1741.41,1067.25,674.16
OI0013665,O009734,P0062,1,29513,10.2,15778.86,26504.09,15778.86,10725.23
OI0013666,O009735,P0415,1,7624,7.41,5570.62,7059.34,5570.62,1488.72
OI0013667,O009736,P0322,1,4647,7.99,3300.95,4275.72,3300.95,974.77
OI0013668,O009736,P0136,1,13679,10.4,9425.15,12256.79,9425.15,2831.64
OI0013669,O009737,P0368,1,314,9.01,222.79,285.71,222.79,62.92
OI0013670,O009737,P0439,2,11434,12.48,8780.58,20013.94,17561.16,2452.78
OI0013671,O009738,P0004,1,14544,22.94,7401.91,11208.07,7401.91,3806.16
OI0013672,O009739,P0182,1,13527,14.67,9749.7,11542.88,9749.7,1793.18
OI0013673,O009739,P0086,1,20706,11.37,15800.66,18351.16,15800.66,2550.5
OI0013674,O009740,P0139,3,6481,9.5,4279.31,17596.53,12837.93,4758.6
OI0013675,O009741,P0101,1,10390,9.73,7456.13,9379.48,7456.13,1923.35
OI0013676,O009742,P0133,1,3332,4.67,2583.15,3176.51,2583.15,593.36
OI0013677,O009743,P0030,2,24140,10.72,16524.2,43104.42,33048.4,10056.02
OI0013678,O009744,P0236,1,3371,10.25,2624.54,3025.57,2624.54,401.03
OI0013679,O009745,P0420,2,1568,10.36,906.0,2811.1,1812.0,999.1
OI0013680,O009746,P0336,2,2773,11.36,1601.16,4915.75,3202.32,1713.43
OI0013681,O009747,P0430,2,6440,14.22,4204.56,11048.61,8409.12,2639.49
OI0013682,O009747,P0150,1,1898,10.14,1004.85,1705.52,1004.85,700.67
OI0013683,O009747,P0171,1,3601,4.61,2205.68,3435.11,2205.68,1229.43
OI0013684,O009748,P0321,1,2492,10.46,1383.7,2231.34,1383.7,847.64
OI0013685,O009749,P0414,1,4497,12.61,3202.42,3929.76,3202.42,727.34
OI0013686,O009750,P0205,2,812,12.27,480.63,1424.77,961.26,463.51
OI0013687,O009750,P0230,1,4568,12.66,3369.25,3989.84,3369.25,620.59
OI0013688,O009751,P0488,1,9740,12.68,5911.02,8505.09,5911.02,2594.07
OI0013689,O009751,P0076,2,27548,3.52,19543.67,53157.54,39087.34,14070.2
OI0013690,O009751,P0035,2,27199,14.57,17128.95,46469.66,34257.9,12211.76
OI0013691,O009752,P0079,1,3105,18.96,1866.78,2516.23,1866.78,649.45
OI0013692,O009752,P0382,1,2213,9.06,1524.32,2012.61,1524.32,488.29
OI0013693,O009753,P0147,1,6662,6.63,4169.31,6220.34,4169.31,2051.03
OI0013694,O009753,P0004,1,14544,2.82,7401.91,14134.24,7401.91,6732.33
OI0013695,O009753,P0146,1,16595,3.25,10595.7,16056.28,10595.7,5460.58
OI0013696,O009754,P0313,1,285,14.28,199.98,244.29,199.98,44.31
OI0013697,O009754,P0256,1,6504,5.08,4432.25,6173.4,4432.25,1741.15
OI0013698,O009755,P0245,1,5723,3.86,2961.84,5501.83,2961.84,2539.99
OI0013699,O009755,P0464,1,7665,11.75,5445.27,6764.47,5445.27,1319.2
OI0013700,O009756,P0260,1,408,9.84,313.45,367.84,313.45,54.39
OI0013701,O009757,P0338,1,523,12.65,399.08,456.85,399.08,57.77
OI0013702,O009757,P0410,1,11525,3.5,7500.38,11121.14,7500.38,3620.76
OI0013703,O009758,P0037,2,870,8.79,604.3,1586.99,1208.6,378.39
OI0013704,O009759,P0206,1,5617,7.84,3554.31,5176.68,3554.31,1622.37
OI0013705,O009759,P0431,2,8242,11.63,6118.34,14566.98,12236.68,2330.3
OI0013706,O009759,P0222,2,2407,5.38,1729.97,4554.97,3459.94,1095.03
OI0013707,O009760,P0382,1,2213,7.58,1524.32,2045.29,1524.32,520.97
OI0013708,O009760,P0311,1,4299,13.14,3151.3,3734.18,3151.3,582.88
OI0013709,O009761,P0064,1,13505,13.0,8756.91,11749.56,8756.91,2992.65
OI0013710,O009761,P0129,1,7880,11.18,5295.51,6999.23,5295.51,1703.72
OI0013711,O009762,P0190,1,17335,2.41,10211.68,16916.96,10211.68,6705.28
OI0013712,O009763,P0085,1,1225,2.08,774.13,1199.54,774.13,425.41
OI0013713,O009763,P0270,1,1227,8.78,842.79,1119.23,842.79,276.44
OI0013714,O009764,P0460,1,5151,13.15,2646.92,4473.78,2646.92,1826.86
OI0013715,O009765,P0246,1,3385,6.9,2047.49,3151.52,2047.49,1104.03
OI0013716,O009766,P0137,1,7439,9.72,4933.36,6716.15,4933.36,1782.79
OI0013717,O009767,P0321,1,2492,12.39,1383.7,2183.15,1383.7,799.45
OI0013718,O009768,P0341,1,371,12.65,203.75,324.08,203.75,120.33
OI0013719,O009768,P0466,1,8262,9.72,5484.24,7458.58,5484.24,1974.34
OI0013720,O009769,P0227,2,6404,14.51,4657.67,10948.92,9315.34,1633.58
OI0013721,O009770,P0460,1,5151,6.74,2646.92,4803.77,2646.92,2156.85
OI0013722,O009770,P0342,2,1299,14.7,968.29,2216.19,1936.58,279.61
OI0013723,O009771,P0087,1,15659,2.3,10759.42,15298.4,10759.42,4538.98
OI0013724,O009772,P0498,1,1669,4.06,879.29,1601.22,879.29,721.93
OI0013725,O009773,P0160,2,8138,11.56,4293.61,14395.08,8587.22,5807.86
OI0013726,O009773,P0126,1,12467,6.46,9547.51,11662.21,9547.51,2114.7
OI0013727,O009774,P0364,1,402,14.14,276.1,345.17,276.1,69.07
OI0013728,O009775,P0229,1,2201,3.2,1261.06,2130.52,1261.06,869.46
OI0013729,O009776,P0455,1,6531,8.95,3455.55,5946.78,3455.55,2491.23
OI0013730,O009777,P0014,1,10471,7.39,7682.25,9696.72,7682.25,2014.47
OI0013731,O009778,P0085,1,1225,4.42,774.13,1170.84,774.13,396.71
OI0013732,O009779,P0280,1,2253,10.41,1351.49,2018.36,1351.49,666.87
OI0013733,O009780,P0382,3,2213,5.29,1524.32,6287.81,4572.96,1714.85
OI0013734,O009781,P0013,2,29674,4.48,19864.04,56687.44,39728.08,16959.36
OI0013735,O009782,P0063,1,10023,2.2,6467.7,9802.31,6467.7,3334.61
OI0013736,O009782,P0027,1,18234,4.21,9473.96,17466.02,9473.96,7992.06
OI0013737,O009783,P0376,1,2606,4.44,1643.48,2490.37,1643.48,846.89
OI0013738,O009784,P0041,1,16218,7.26,12242.38,15041.03,12242.38,2798.65
OI0013739,O009785,P0113,1,15737,11.96,12109.2,13855.4,12109.2,1746.2
OI0013740,O009786,P0325,1,4727,10.84,3415.11,4214.6,3415.11,799.49
OI0013741,O009787,P0216,1,2334,12.19,1738.45,2049.56,1738.45,311.11
OI0013742,O009788,P0108,1,12828,7.27,9791.6,11894.86,9791.6,2103.26
OI0013743,O009789,P0059,1,32833,4.91,21962.17,31222.31,21962.17,9260.14
OI0013744,O009790,P0314,1,2755,7.13,1569.44,2558.67,1569.44,989.23
OI0013745,O009791,P0225,1,5682,4.69,3399.9,5415.52,3399.9,2015.62
OI0013746,O009792,P0151,2,5186,3.68,3921.76,9990.77,7843.52,2147.25
OI0013747,O009793,P0444,1,1861,12.59,1217.43,1626.62,1217.43,409.19
OI0013748,O009794,P0135,2,6224,3.87,4122.43,11965.81,8244.86,3720.95
OI0013749,O009795,P0271,1,1841,4.48,1017.2,1758.51,1017.2,741.31
OI0013750,O009795,P0228,1,1329,9.03,826.63,1209.01,826.63,382.38
OI0013751,O009795,P0360,1,3619,6.98,2122.64,3366.42,2122.64,1243.78
OI0013752,O009796,P0199,1,14205,5.37,8235.25,13441.72,8235.25,5206.47
OI0013753,O009797,P0396,1,1621,11.62,906.9,1432.67,906.9,525.77
OI0013754,O009797,P0335,1,204,11.69,113.5,180.14,113.5,66.64
OI0013755,O009797,P0283,1,4906,11.43,3165.21,4345.06,3165.21,1179.85
OI0013756,O009798,P0250,1,5937,12.61,4447.0,5188.63,4447.0,741.63
OI0013757,O009798,P0390,1,863,3.95,440.1,828.89,440.1,388.79
OI0013758,O009799,P0015,1,13561,8.07,9273.98,12466.79,9273.98,3192.81
OI0013759,O009799,P0034,1,21175,9.78,15399.62,19104.37,15399.62,3704.75
OI0013760,O009799,P0498,2,1669,5.37,879.29,3158.74,1758.58,1400.16
OI0013761,O009800,P0023,2,28040,4.56,19239.75,53522.29,38479.5,15042.79
OI0013762,O009801,P0477,1,6112,3.67,4477.87,5887.87,4477.87,1410.0
OI0013763,O009801,P0323,1,493,7.67,261.97,455.17,261.97,193.2
OI0013764,O009801,P0286,1,1800,9.56,1168.1,1627.86,1168.1,459.76
OI0013765,O009802,P0223,1,4973,9.41,3222.27,4505.15,3222.27,1282.88
OI0013766,O009802,P0266,1,4234,2.97,2180.37,4108.34,2180.37,1927.97
OI0013767,O009803,P0129,1,7880,10.2,5295.51,7076.38,5295.51,1780.87
OI0013768,O009804,P0313,1,285,12.99,199.98,247.99,199.98,48.01
OI0013769,O009804,P0329,1,2045,9.77,1242.12,1845.12,1242.12,603.0
OI0013770,O009804,P0065,1,22914,13.86,13218.34,19739.25,13218.34,6520.91
OI0013771,O009805,P0120,1,3399,4.5,2516.59,3246.13,2516.59,729.54
OI0013772,O009806,P0002,1,26589,24.43,20549.95,20092.11,20549.95,-457.84
OI0013773,O009807,P0289,1,6226,4.42,4217.59,5950.93,4217.59,1733.34
OI0013774,O009807,P0027,1,18234,3.26,9473.96,17640.17,9473.96,8166.21
OI0013775,O009808,P0486,1,9160,14.0,6625.06,7877.93,6625.06,1252.87
OI0013776,O009809,P0497,3,9553,10.84,5983.56,25553.32,17950.68,7602.64
OI0013777,O009810,P0167,1,5469,6.16,2878.36,5132.33,2878.36,2253.97
OI0013778,O009811,P0324,1,662,6.28,496.96,620.4,496.96,123.44
OI0013779,O009812,P0457,1,5252,6.66,3671.03,4902.17,3671.03,1231.14
OI0013780,O009812,P0151,1,5186,12.7,3921.76,4527.3,3921.76,605.54
OI0013781,O009813,P0312,2,498,10.47,311.49,891.75,622.98,268.77
OI0013782,O009814,P0147,1,6662,13.66,4169.31,5751.92,4169.31,1582.61
OI0013783,O009815,P0061,1,3840,4.81,2007.93,3655.2,2007.93,1647.27
OI0013784,O009816,P0377,2,4342,4.85,2580.14,8262.9,5160.28,3102.62
OI0013785,O009817,P0457,1,5252,13.19,3671.03,4559.01,3671.03,887.98
OI0013786,O009818,P0078,1,25416,11.16,19401.68,22580.4,19401.68,3178.72
OI0013787,O009819,P0361,1,3648,4.19,2490.15,3495.09,2490.15,1004.94
OI0013788,O009820,P0475,1,3687,14.5,2117.8,3152.25,2117.8,1034.45
OI0013789,O009821,P0229,2,2201,11.35,1261.06,3902.46,2522.12,1380.34
OI0013790,O009822,P0448,1,2865,2.44,2162.6,2795.0,2162.6,632.4
OI0013791,O009823,P0345,3,4620,13.95,2688.52,11927.17,8065.56,3861.61
OI0013792,O009824,P0276,1,6470,4.9,3737.38,6153.07,3737.38,2415.69
OI0013793,O009825,P0209,2,5217,10.66,3604.79,9321.75,7209.58,2112.17
OI0013794,O009825,P0085,1,1225,8.45,774.13,1121.43,774.13,347.3
OI0013795,O009825,P0389,1,1069,9.96,620.87,962.49,620.87,341.62
OI0013796,O009826,P0354,1,2474,12.18,1859.59,2172.64,1859.59,313.05
OI0013797,O009826,P0313,1,285,9.38,199.98,258.28,199.98,58.3
OI0013798,O009827,P0003,3,7255,9.3,3641.89,19741.93,10925.67,8816.26
OI0013799,O009828,P0205,2,812,14.9,480.63,1381.95,961.26,420.69
OI0013800,O009829,P0097,1,34142,25.13,20348.47,25562.49,20348.47,5214.02
OI0013801,O009830,P0254,1,4136,8.69,2524.53,3776.7,2524.53,1252.17
OI0013802,O009831,P0437,1,8649,8.51,5966.61,7912.75,5966.61,1946.14
OI0013803,O009832,P0365,1,1045,5.27,760.8,989.92,760.8,229.12
OI0013804,O009832,P0070,2,2969,9.79,1917.2,5356.71,3834.4,1522.31
