inventory_id,product_id,date,opening_stock,units_received,units_sold,closing_stock,reorder_level
INV0001502,P0002,2026-04-01,670,217,108,779,50
INV0001503,P0003,2026-04-01,462,267,175,554,78
INV0001504,P0004,2026-04-01,488,65,138,415,62
INV0001505,P0005,2026-04-01,188,23,151,60,67
INV0001506,P0006,2026-04-01,527,143,91,579,50
INV0001507,P0007,2026-04-01,581,21,55,547,50
INV0001508,P0008,2026-04-01,302,175,136,341,61
INV0001509,P0009,2026-04-01,270,93,58,305,50
INV0001510,P0010,2026-04-01,513,127,103,537,50
INV0001511,P0011,2026-04-01,692,325,22,995,50
INV0001512,P0012,2026-04-01,599,78,82,595,50
INV0001513,P0013,2026-04-01,448,289,31,706,50
INV0001514,P0014,2026-04-01,420,141,125,436,56
INV0001515,P0015,2026-04-01,148,251,151,248,67
INV0001516,P0016,2026-04-01,59,90,27,122,50
INV0001517,P0017,2026-04-01,79,194,60,213,50
INV0001518,P0018,2026-04-01,406,398,175,629,78
INV0001519,P0019,2026-04-01,201,179,133,247,59
INV0001520,P0020,2026-04-01,305,124,162,267,72
INV0001521,P0021,2026-04-01,513,127,122,518,54
INV0001522,P0022,2026-04-01,628,305,120,813,54
INV0001523,P0023,2026-04-01,169,257,22,404,50
INV0001524,P0024,2026-04-01,127,168,157,138,70
INV0001525,P0025,2026-04-01,469,232,101,600,50
INV0001526,P0026,2026-04-01,694,109,122,681,54
INV0001527,P0027,2026-04-01,310,138,66,382,50
INV0001528,P0028,2026-04-01,313,179,8,484,50
INV0001529,P0029,2026-04-01,569,56,88,537,50
INV0001530,P0030,2026-04-01,543,307,165,685,74
INV0001531,P0031,2026-04-01,109,328,46,391,50
INV0001532,P0032,2026-04-01,331,149,20,460,50
INV0001533,P0033,2026-04-01,549,25,129,445,58
INV0001534,P0034,2026-04-01,575,250,172,653,77
INV0001535,P0035,2026-04-01,178,126,97,207,50
INV0001536,P0036,2026-04-01,72,1,151,0,67
INV0001537,P0037,2026-04-01,636,173,155,654,69
INV0001538,P0038,2026-04-01,588,206,128,666,57
INV0001539,P0039,2026-04-01,108,319,59,368,50
INV0001540,P0040,2026-04-01,496,136,17,615,50
INV0001541,P0041,2026-04-01,152,115,140,127,63
INV0001542,P0042,2026-04-01,514,363,163,714,73
INV0001543,P0043,2026-04-01,515,81,118,478,53
INV0001544,P0044,2026-04-01,284,180,68,396,50
INV0001545,P0045,2026-04-01,89,207,112,184,50
INV0001546,P0046,2026-04-01,555,60,53,562,50
INV0001547,P0047,2026-04-01,674,273,128,819,57
INV0001548,P0048,2026-04-01,522,4,110,416,50
INV0001549,P0049,2026-04-01,311,81,101,291,50
INV0001550,P0050,2026-04-01,668,117,117,668,52
INV0001551,P0051,2026-04-01,115,98,153,60,68
INV0001552,P0052,2026-04-01,473,366,75,764,50
INV0001553,P0053,2026-04-01,160,64,57,167,50
INV0001554,P0054,2026-04-01,649,339,13,975,50
INV0001555,P0055,2026-04-01,81,173,54,200,50
INV0001556,P0056,2026-04-01,215,315,101,429,50
INV0001557,P0057,2026-04-01,437,189,115,511,51
INV0001558,P0058,2026-04-01,587,318,26,879,50
INV0001559,P0059,2026-04-01,130,196,59,267,50
INV0001560,P0060,2026-04-01,130,336,69,397,50
INV0001561,P0061,2026-04-01,626,190,151,665,67
INV0001562,P0062,2026-04-01,243,61,110,194,50
INV0001563,P0063,2026-04-01,220,210,98,332,50
INV0001564,P0064,2026-04-01,190,168,31,327,50
INV0001565,P0065,2026-04-01,471,178,7,642,50
INV0001566,P0066,2026-04-01,102,33,97,38,50
INV0001567,P0067,2026-04-01,135,276,13,398,50
INV0001568,P0068,2026-04-01,467,64,156,375,70
INV0001569,P0069,2026-04-01,535,225,85,675,50
INV0001570,P0070,2026-04-01,681,251,32,900,50
INV0001571,P0071,2026-04-01,114,308,87,335,50
INV0001572,P0072,2026-04-01,101,301,115,287,51
INV0001573,P0073,2026-04-01,655,306,108,853,50
INV0001574,P0074,2026-04-01,678,92,102,668,50
INV0001575,P0075,2026-04-01,161,145,100,206,50
INV0001576,P0076,2026-04-01,150,189,36,303,50
INV0001577,P0077,2026-04-01,145,217,19,343,50
INV0001578,P0078,2026-04-01,564,195,114,645,51
INV0001579,P0079,2026-04-01,75,101,106,70,50
INV0001580,P0080,2026-04-01,491,357,171,677,76
INV0001581,P0081,2026-04-01,351,198,129,420,58
INV0001582,P0082,2026-04-01,477,380,107,750,50
INV0001583,P0083,2026-04-01,228,318,27,519,50
INV0001584,P0084,2026-04-01,432,318,90,660,50
INV0001585,P0085,2026-04-01,667,311,135,843,60
INV0001586,P0086,2026-04-01,491,108,70,529,50
INV0001587,P0087,2026-04-01,604,72,167,509,75
INV0001588,P0088,2026-04-01,637,380,119,898,53
INV0001589,P0089,2026-04-01,626,125,82,669,50
INV0001590,P0090,2026-04-01,205,339,42,502,50
INV0001591,P0091,2026-04-01,221,48,84,185,50
INV0001592,P0092,2026-04-01,549,277,18,808,50
INV0001593,P0093,2026-04-01,222,214,81,355,50
INV0001594,P0094,2026-04-01,543,263,53,753,50
INV0001595,P0095,2026-04-01,445,147,45,547,50
INV0001596,P0096,2026-04-01,193,354,162,385,72
INV0001597,P0097,2026-04-01,264,164,135,293,60
INV0001598,P0098,2026-04-01,173,377,80,470,50
INV0001599,P0099,2026-04-01,444,173,25,592,50
INV0001600,P0100,2026-04-01,296,365,111,550,50
INV0001601,P0101,2026-04-01,523,76,126,473,56
INV0001602,P0102,2026-04-01,281,372,165,488,74
INV0001603,P0103,2026-04-01,517,370,108,779,50
INV0001604,P0104,2026-04-01,279,34,129,184,58
INV0001605,P0105,2026-04-01,65,102,96,71,50
INV0001606,P0106,2026-04-01,400,201,48,553,50
INV0001607,P0107,2026-04-01,650,149,62,737,50
INV0001608,P0108,2026-04-01,590,25,157,458,70
INV0001609,P0109,2026-04-01,284,276,104,456,50
INV0001610,P0110,2026-04-01,152,63,159,56,71
INV0001611,P0111,2026-04-01,427,43,177,293,79
INV0001612,P0112,2026-04-01,681,244,115,810,51
INV0001613,P0113,2026-04-01,590,194,172,612,77
INV0001614,P0114,2026-04-01,318,285,163,440,73
INV0001615,P0115,2026-04-01,388,238,11,615,50
INV0001616,P0116,2026-04-01,53,189,63,179,50
INV0001617,P0117,2026-04-01,180,266,22,424,50
INV0001618,P0118,2026-04-01,412,390,128,674,57
INV0001619,P0119,2026-04-01,148,148,113,183,50
INV0001620,P0120,2026-04-01,609,90,160,539,72
INV0001621,P0121,2026-04-01,501,62,110,453,50
INV0001622,P0122,2026-04-01,436,76,134,378,60
INV0001623,P0123,2026-04-01,645,293,54,884,50
INV0001624,P0124,2026-04-01,520,158,113,565,50
INV0001625,P0125,2026-04-01,321,393,68,646,50
INV0001626,P0126,2026-04-01,605,142,156,591,70
INV0001627,P0127,2026-04-01,296,64,120,240,54
INV0001628,P0128,2026-04-01,221,238,101,358,50
INV0001629,P0129,2026-04-01,200,30,106,124,50
INV0001630,P0130,2026-04-01,299,372,147,524,66
INV0001631,P0131,2026-04-01,161,2,79,84,50
INV0001632,P0132,2026-04-01,178,271,95,354,50
INV0001633,P0133,2026-04-01,327,220,176,371,79
INV0001634,P0134,2026-04-01,605,87,129,563,58
INV0001635,P0135,2026-04-01,568,134,111,591,50
INV0001636,P0136,2026-04-01,634,394,17,1011,50
INV0001637,P0137,2026-04-01,142,5,68,79,50
INV0001638,P0138,2026-04-01,474,117,42,549,50
INV0001639,P0139,2026-04-01,54,159,30,183,50
INV0001640,P0140,2026-04-01,155,34,178,11,80
INV0001641,P0141,2026-04-01,502,352,135,719,60
INV0001642,P0142,2026-04-01,602,132,22,712,50
INV0001643,P0143,2026-04-01,473,361,24,810,50
INV0001644,P0144,2026-04-01,354,101,28,427,50
INV0001645,P0145,2026-04-01,497,374,40,831,50
INV0001646,P0146,2026-04-01,222,199,164,257,73
INV0001647,P0147,2026-04-01,583,195,62,716,50
INV0001648,P0148,2026-04-01,620,57,118,559,53
INV0001649,P0149,2026-04-01,631,46,106,571,50
INV0001650,P0150,2026-04-01,443,342,82,703,50
INV0001651,P0151,2026-04-01,335,189,37,487,50
INV0001652,P0152,2026-04-01,498,207,39,666,50
INV0001653,P0153,2026-04-01,406,398,134,670,60
INV0001654,P0154,2026-04-01,179,111,89,201,50
INV0001655,P0155,2026-04-01,260,348,16,592,50
INV0001656,P0156,2026-04-01,333,129,174,288,78
INV0001657,P0157,2026-04-01,314,350,110,554,50
INV0001658,P0158,2026-04-01,344,179,108,415,50
INV0001659,P0159,2026-04-01,289,70,143,216,64
INV0001660,P0160,2026-04-01,53,373,125,301,56
INV0001661,P0161,2026-04-01,243,101,79,265,50
INV0001662,P0162,2026-04-01,87,311,32,366,50
INV0001663,P0163,2026-04-01,217,310,81,446,50
INV0001664,P0164,2026-04-01,58,16,146,0,65
INV0001665,P0165,2026-04-01,409,138,32,515,50
INV0001666,P0166,2026-04-01,459,213,95,577,50
INV0001667,P0167,2026-04-01,478,395,18,855,50
INV0001668,P0168,2026-04-01,300,84,82,302,50
INV0001669,P0169,2026-04-01,158,174,66,266,50
INV0001670,P0170,2026-04-01,468,12,113,367,50
INV0001671,P0171,2026-04-01,264,312,20,556,50
INV0001672,P0172,2026-04-01,628,337,24,941,50
INV0001673,P0173,2026-04-01,81,126,96,111,50
INV0001674,P0174,2026-04-01,175,103,137,141,61
INV0001675,P0175,2026-04-01,627,207,153,681,68
INV0001676,P0176,2026-04-01,152,362,136,378,61
INV0001677,P0177,2026-04-01,230,218,24,424,50
INV0001678,P0178,2026-04-01,212,55,86,181,50
INV0001679,P0179,2026-04-01,421,382,121,682,54
INV0001680,P0180,2026-04-01,236,200,134,302,60
INV0001681,P0181,2026-04-01,497,303,81,719,50
INV0001682,P0182,2026-04-01,58,196,21,233,50
INV0001683,P0183,2026-04-01,74,366,26,414,50
INV0001684,P0184,2026-04-01,175,350,92,433,50
INV0001685,P0185,2026-04-01,413,361,7,767,50
INV0001686,P0186,2026-04-01,639,253,160,732,72
INV0001687,P0187,2026-04-01,259,147,170,236,76
INV0001688,P0188,2026-04-01,193,82,175,100,78
INV0001689,P0189,2026-04-01,85,346,155,276,69
INV0001690,P0190,2026-04-01,519,107,71,555,50
INV0001691,P0191,2026-04-01,53,117,77,93,50
INV0001692,P0192,2026-04-01,247,175,48,374,50
INV0001693,P0193,2026-04-01,634,317,60,891,50
INV0001694,P0194,2026-04-01,295,145,88,352,50
INV0001695,P0195,2026-04-01,505,359,34,830,50
INV0001696,P0196,2026-04-01,297,177,81,393,50
INV0001697,P0197,2026-04-01,541,357,26,872,50
INV0001698,P0198,2026-04-01,168,254,118,304,53
INV0001699,P0199,2026-04-01,558,220,160,618,72
INV0001700,P0200,2026-04-01,509,362,60,811,50
INV0001701,P0201,2026-04-01,197,6,113,90,50
INV0001702,P0202,2026-04-01,322,201,11,512,50
INV0001703,P0203,2026-04-01,374,59,121,312,54
INV0001704,P0204,2026-04-01,433,291,30,694,50
INV0001705,P0205,2026-04-01,164,18,93,89,50
INV0001706,P0206,2026-04-01,466,164,164,466,73
INV0001707,P0207,2026-04-01,670,393,156,907,70
INV0001708,P0208,2026-04-01,231,127,83,275,50
INV0001709,P0209,2026-04-01,424,4,78,350,50
INV0001710,P0210,2026-04-01,98,368,56,410,50
INV0001711,P0211,2026-04-01,646,346,34,958,50
INV0001712,P0212,2026-04-01,376,330,109,597,50
INV0001713,P0213,2026-04-01,600,357,47,910,50
INV0001714,P0214,2026-04-01,245,364,57,552,50
INV0001715,P0215,2026-04-01,415,132,166,381,74
INV0001716,P0216,2026-04-01,383,80,71,392,50
INV0001717,P0217,2026-04-01,571,133,21,683,50
INV0001718,P0218,2026-04-01,137,68,127,78,57
INV0001719,P0219,2026-04-01,91,356,109,338,50
INV0001720,P0220,2026-04-01,59,54,147,0,66
INV0001721,P0221,2026-04-01,70,94,166,0,74
INV0001722,P0222,2026-04-01,188,193,143,238,64
INV0001723,P0223,2026-04-01,590,227,137,680,61
INV0001724,P0224,2026-04-01,547,41,149,439,67
INV0001725,P0225,2026-04-01,526,227,10,743,50
INV0001726,P0226,2026-04-01,182,321,130,373,58
INV0001727,P0227,2026-04-01,135,252,80,307,50
INV0001728,P0228,2026-04-01,226,286,47,465,50
INV0001729,P0229,2026-04-01,532,311,28,815,50
INV0001730,P0230,2026-04-01,596,182,107,671,50
INV0001731,P0231,2026-04-01,390,319,38,671,50
INV0001732,P0232,2026-04-01,541,351,139,753,62
INV0001733,P0233,2026-04-01,268,341,107,502,50
INV0001734,P0234,2026-04-01,358,243,176,425,79
INV0001735,P0235,2026-04-01,580,169,32,717,50
INV0001736,P0236,2026-04-01,343,96,69,370,50
INV0001737,P0237,2026-04-01,633,156,167,622,75
INV0001738,P0238,2026-04-01,195,74,109,160,50
INV0001739,P0239,2026-04-01,142,238,74,306,50
INV0001740,P0240,2026-04-01,305,180,116,369,52
INV0001741,P0241,2026-04-01,108,268,137,239,61
INV0001742,P0242,2026-04-01,64,186,28,222,50
INV0001743,P0243,2026-04-01,71,186,28,229,50
INV0001744,P0244,2026-04-01,508,91,136,463,61
INV0001745,P0245,2026-04-01,423,51,55,419,50
INV0001746,P0246,2026-04-01,545,262,23,784,50
INV0001747,P0247,2026-04-01,236,206,110,332,50
INV0001748,P0248,2026-04-01,140,152,113,179,50
INV0001749,P0249,2026-04-01,665,388,98,955,50
INV0001750,P0250,2026-04-01,211,56,178,89,80
INV0001751,P0251,2026-04-01,601,226,127,700,57
INV0001752,P0252,2026-04-01,507,205,169,543,76
INV0001753,P0253,2026-04-01,107,386,16,477,50
INV0001754,P0254,2026-04-01,217,321,104,434,50
INV0001755,P0255,2026-04-01,126,258,106,278,50
INV0001756,P0256,2026-04-01,105,151,84,172,50
INV0001757,P0257,2026-04-01,72,165,154,83,69
INV0001758,P0258,2026-04-01,65,348,131,282,58
INV0001759,P0259,2026-04-01,246,143,87,302,50
INV0001760,P0260,2026-04-01,593,25,134,484,60
INV0001761,P0261,2026-04-01,562,399,49,912,50
INV0001762,P0262,2026-04-01,171,172,49,294,50
INV0001763,P0263,2026-04-01,689,292,141,840,63
INV0001764,P0264,2026-04-01,393,64,161,296,72
INV0001765,P0265,2026-04-01,520,97,129,488,58
INV0001766,P0266,2026-04-01,224,108,87,245,50
INV0001767,P0267,2026-04-01,203,112,37,278,50
INV0001768,P0268,2026-04-01,632,218,174,676,78
INV0001769,P0269,2026-04-01,196,148,23,321,50
INV0001770,P0270,2026-04-01,276,300,28,548,50
INV0001771,P0271,2026-04-01,212,284,46,450,50
INV0001772,P0272,2026-04-01,52,74,77,49,50
INV0001773,P0273,2026-04-01,83,243,84,242,50
INV0001774,P0274,2026-04-01,546,121,120,547,54
INV0001775,P0275,2026-04-01,139,191,118,212,53
INV0001776,P0276,2026-04-01,117,138,30,225,50
INV0001777,P0277,2026-04-01,355,144,77,422,50
INV0001778,P0278,2026-04-01,648,45,129,564,58
INV0001779,P0279,2026-04-01,446,186,7,625,50
INV0001780,P0280,2026-04-01,214,241,13,442,50
INV0001781,P0281,2026-04-01,613,96,158,551,71
INV0001782,P0282,2026-04-01,536,56,74,518,50
INV0001783,P0283,2026-04-01,478,392,24,846,50
INV0001784,P0284,2026-04-01,212,231,162,281,72
INV0001785,P0285,2026-04-01,367,365,59,673,50
INV0001786,P0286,2026-04-01,520,93,72,541,50
INV0001787,P0287,2026-04-01,596,364,49,911,50
INV0001788,P0288,2026-04-01,69,353,95,327,50
INV0001789,P0289,2026-04-01,430,314,120,624,54
INV0001790,P0290,2026-04-01,562,296,87,771,50
INV0001791,P0291,2026-04-01,108,20,48,80,50
INV0001792,P0292,2026-04-01,153,215,146,222,65
INV0001793,P0293,2026-04-01,513,195,71,637,50
INV0001794,P0294,2026-04-01,138,175,32,281,50
INV0001795,P0295,2026-04-01,247,215,167,295,75
INV0001796,P0296,2026-04-01,434,171,136,469,61
INV0001797,P0297,2026-04-01,142,336,115,363,51
INV0001798,P0298,2026-04-01,455,45,161,339,72
INV0001799,P0299,2026-04-01,101,376,22,455,50
INV0001800,P0300,2026-04-01,235,255,139,351,62
INV0001801,P0301,2026-04-01,511,370,115,766,51
INV0001802,P0302,2026-04-01,539,157,49,647,50
INV0001803,P0303,2026-04-01,519,352,58,813,50
INV0001804,P0304,2026-04-01,263,248,51,460,50
INV0001805,P0305,2026-04-01,330,76,149,257,67
INV0001806,P0306,2026-04-01,683,373,14,1042,50
INV0001807,P0307,2026-04-01,185,272,25,432,50
INV0001808,P0308,2026-04-01,608,225,82,751,50
INV0001809,P0309,2026-04-01,586,38,86,538,50
INV0001810,P0310,2026-04-01,137,14,109,42,50
INV0001811,P0311,2026-04-01,252,82,9,325,50
INV0001812,P0312,2026-04-01,83,128,171,40,76
INV0001813,P0313,2026-04-01,538,87,146,479,65
INV0001814,P0314,2026-04-01,423,230,13,640,50
INV0001815,P0315,2026-04-01,384,335,93,626,50
INV0001816,P0316,2026-04-01,153,128,68,213,50
INV0001817,P0317,2026-04-01,585,81,97,569,50
INV0001818,P0318,2026-04-01,256,50,21,285,50
INV0001819,P0319,2026-04-01,170,57,16,211,50
INV0001820,P0320,2026-04-01,570,164,131,603,58
INV0001821,P0321,2026-04-01,301,19,26,294,50
INV0001822,P0322,2026-04-01,267,283,137,413,61
INV0001823,P0323,2026-04-01,643,178,135,686,60
INV0001824,P0324,2026-04-01,565,113,46,632,50
INV0001825,P0325,2026-04-01,653,334,48,939,50
INV0001826,P0326,2026-04-01,682,167,177,672,79
INV0001827,P0327,2026-04-01,670,13,106,577,50
INV0001828,P0328,2026-04-01,178,380,107,451,50
INV0001829,P0329,2026-04-01,430,265,93,602,50
INV0001830,P0330,2026-04-01,451,172,44,579,50
INV0001831,P0331,2026-04-01,256,142,106,292,50
INV0001832,P0332,2026-04-01,413,383,107,689,50
INV0001833,P0333,2026-04-01,129,89,154,64,69
INV0001834,P0334,2026-04-01,322,30,90,262,50
INV0001835,P0335,2026-04-01,530,5,69,466,50
INV0001836,P0336,2026-04-01,237,383,120,500,54
INV0001837,P0337,2026-04-01,327,56,111,272,50
INV0001838,P0338,2026-04-01,251,242,60,433,50
INV0001839,P0339,2026-04-01,684,316,149,851,67
INV0001840,P0340,2026-04-01,649,323,146,826,65
INV0001841,P0341,2026-04-01,130,4,93,41,50
INV0001842,P0342,2026-04-01,591,341,62,870,50
INV0001843,P0343,2026-04-01,640,263,113,790,50
INV0001844,P0344,2026-04-01,257,260,45,472,50
INV0001845,P0345,2026-04-01,85,43,63,65,50
INV0001846,P0346,2026-04-01,404,83,114,373,51
INV0001847,P0347,2026-04-01,239,306,117,428,52
INV0001848,P0348,2026-04-01,283,318,91,510,50
INV0001849,P0349,2026-04-01,316,270,70,516,50
INV0001850,P0350,2026-04-01,384,370,115,639,51
INV0001851,P0351,2026-04-01,573,319,51,841,50
INV0001852,P0352,2026-04-01,403,264,102,565,50
INV0001853,P0353,2026-04-01,60,146,45,161,50
INV0001854,P0354,2026-04-01,648,378,157,869,70
INV0001855,P0355,2026-04-01,446,371,145,672,65
INV0001856,P0356,2026-04-01,368,190,159,399,71
INV0001857,P0357,2026-04-01,204,43,93,154,50
INV0001858,P0358,2026-04-01,543,71,164,450,73
INV0001859,P0359,2026-04-01,85,371,88,368,50
INV0001860,P0360,2026-04-01,694,88,168,614,75
INV0001861,P0361,2026-04-01,417,177,167,427,75
INV0001862,P0362,2026-04-01,228,91,13,306,50
INV0001863,P0363,2026-04-01,685,10,35,660,50
INV0001864,P0364,2026-04-01,668,214,19,863,50
INV0001865,P0365,2026-04-01,270,31,169,132,76
INV0001866,P0366,2026-04-01,129,385,108,406,50
INV0001867,P0367,2026-04-01,538,44,143,439,64
INV0001868,P0368,2026-04-01,358,174,146,386,65
INV0001869,P0369,2026-04-01,530,18,139,409,62
INV0001870,P0370,2026-04-01,581,267,170,678,76
INV0001871,P0371,2026-04-01,110,263,30,343,50
INV0001872,P0372,2026-04-01,574,55,80,549,50
INV0001873,P0373,2026-04-01,520,6,154,372,69
INV0001874,P0374,2026-04-01,477,210,159,528,71
INV0001875,P0375,2026-04-01,616,304,111,809,50
INV0001876,P0376,2026-04-01,322,296,15,603,50
INV0001877,P0377,2026-04-01,549,240,71,718,50
INV0001878,P0378,2026-04-01,250,92,73,269,50
INV0001879,P0379,2026-04-01,398,267,81,584,50
INV0001880,P0380,2026-04-01,377,337,28,686,50
INV0001881,P0381,2026-04-01,154,153,136,171,61
INV0001882,P0382,2026-04-01,150,279,54,375,50
INV0001883,P0383,2026-04-01,373,33,112,294,50
INV0001884,P0384,2026-04-01,481,263,136,608,61
INV0001885,P0385,2026-04-01,611,235,125,721,56
INV0001886,P0386,2026-04-01,174,199,134,239,60
INV0001887,P0387,2026-04-01,687,41,48,680,50
INV0001888,P0388,2026-04-01,508,187,80,615,50
INV0001889,P0389,2026-04-01,555,384,73,866,50
INV0001890,P0390,2026-04-01,151,82,157,76,70
INV0001891,P0391,2026-04-01,110,109,32,187,50
INV0001892,P0392,2026-04-01,185,23,163,45,73
INV0001893,P0393,2026-04-01,237,171,70,338,50
INV0001894,P0394,2026-04-01,520,327,49,798,50
INV0001895,P0395,2026-04-01,106,279,127,258,57
INV0001896,P0396,2026-04-01,122,9,175,0,78
INV0001897,P0397,2026-04-01,329,53,68,314,50
INV0001898,P0398,2026-04-01,270,239,126,383,56
INV0001899,P0399,2026-04-01,587,350,113,824,50
INV0001900,P0400,2026-04-01,375,79,139,315,62
INV0001901,P0401,2026-04-01,205,244,72,377,50
INV0001902,P0402,2026-04-01,305,293,22,576,50
INV0001903,P0403,2026-04-01,272,92,166,198,74
INV0001904,P0404,2026-04-01,549,152,169,532,76
INV0001905,P0405,2026-04-01,312,277,174,415,78
INV0001906,P0406,2026-04-01,280,18,97,201,50
INV0001907,P0407,2026-04-01,215,314,91,438,50
INV0001908,P0408,2026-04-01,514,34,11,537,50
INV0001909,P0409,2026-04-01,315,44,148,211,66
INV0001910,P0410,2026-04-01,327,365,129,563,58
INV0001911,P0411,2026-04-01,492,266,169,589,76
INV0001912,P0412,2026-04-01,313,24,45,292,50
INV0001913,P0413,2026-04-01,140,34,165,9,74
INV0001914,P0414,2026-04-01,230,316,152,394,68
INV0001915,P0415,2026-04-01,603,301,143,761,64
INV0001916,P0416,2026-04-01,538,119,112,545,50
INV0001917,P0417,2026-04-01,533,109,68,574,50
INV0001918,P0418,2026-04-01,685,361,63,983,50
INV0001919,P0419,2026-04-01,273,86,174,185,78
INV0001920,P0420,2026-04-01,50,362,53,359,50
INV0001921,P0421,2026-04-01,199,33,126,106,56
INV0001922,P0422,2026-04-01,360,304,147,517,66
INV0001923,P0423,2026-04-01,174,260,167,267,75
INV0001924,P0424,2026-04-01,637,11,12,636,50
INV0001925,P0425,2026-04-01,216,306,117,405,52
INV0001926,P0426,2026-04-01,143,87,135,95,60
INV0001927,P0427,2026-04-01,121,289,5,405,50
INV0001928,P0428,2026-04-01,320,105,35,390,50
INV0001929,P0429,2026-04-01,255,368,146,477,65
INV0001930,P0430,2026-04-01,252,395,25,622,50
INV0001931,P0431,2026-04-01,516,47,151,412,67
INV0001932,P0432,2026-04-01,66,292,133,225,59
INV0001933,P0433,2026-04-01,434,184,49,569,50
INV0001934,P0434,2026-04-01,348,17,27,338,50
INV0001935,P0435,2026-04-01,180,297,161,316,72
INV0001936,P0436,2026-04-01,210,371,111,470,50
INV0001937,P0437,2026-04-01,559,55,72,542,50
INV0001938,P0438,2026-04-01,177,184,15,346,50
INV0001939,P0439,2026-04-01,692,117,76,733,50
INV0001940,P0440,2026-04-01,572,242,52,762,50
INV0001941,P0441,2026-04-01,433,74,167,340,75
INV0001942,P0442,2026-04-01,160,133,86,207,50
INV0001943,P0443,2026-04-01,347,255,43,559,50
INV0001944,P0444,2026-04-01,181,285,118,348,53
INV0001945,P0445,2026-04-01,582,20,6,596,50
INV0001946,P0446,2026-04-01,128,146,97,177,50
INV0001947,P0447,2026-04-01,193,333,16,510,50
INV0001948,P0448,2026-04-01,64,134,153,45,68
INV0001949,P0449,2026-04-01,276,263,141,398,63
INV0001950,P0450,2026-04-01,606,254,28,832,50
INV0001951,P0451,2026-04-01,117,237,27,327,50
INV0001952,P0452,2026-04-01,216,320,122,414,54
INV0001953,P0453,2026-04-01,517,73,136,454,61
INV0001954,P0454,2026-04-01,239,345,174,410,78
INV0001955,P0455,2026-04-01,488,148,141,495,63
INV0001956,P0456,2026-04-01,223,372,29,566,50
INV0001957,P0457,2026-04-01,275,182,53,404,50
INV0001958,P0458,2026-04-01,685,269,115,839,51
INV0001959,P0459,2026-04-01,445,174,155,464,69
INV0001960,P0460,2026-04-01,393,197,40,550,50
INV0001961,P0461,2026-04-01,204,11,52,163,50
INV0001962,P0462,2026-04-01,594,145,27,712,50
INV0001963,P0463,2026-04-01,313,39,90,262,50
INV0001964,P0464,2026-04-01,375,345,75,645,50
INV0001965,P0465,2026-04-01,223,202,10,415,50
INV0001966,P0466,2026-04-01,153,308,108,353,50
INV0001967,P0467,2026-04-01,467,32,57,442,50
INV0001968,P0468,2026-04-01,150,244,175,219,78
INV0001969,P0469,2026-04-01,171,91,40,222,50
INV0001970,P0470,2026-04-01,426,101,132,395,59
INV0001971,P0471,2026-04-01,666,296,172,790,77
INV0001972,P0472,2026-04-01,228,14,47,195,50
INV0001973,P0473,2026-04-01,373,279,177,475,79
INV0001974,P0474,2026-04-01,175,150,110,215,50
INV0001975,P0475,2026-04-01,552,315,25,842,50
INV0001976,P0476,2026-04-01,310,364,30,644,50
INV0001977,P0477,2026-04-01,152,329,128,353,57
INV0001978,P0478,2026-04-01,180,96,32,244,50
INV0001979,P0479,2026-04-01,621,324,158,787,71
INV0001980,P0480,2026-04-01,237,199,152,284,68
INV0001981,P0481,2026-04-01,106,260,138,228,62
INV0001982,P0482,2026-04-01,104,279,95,288,50
INV0001983,P0483,2026-04-01,538,72,177,433,79
INV0001984,P0484,2026-04-01,439,45,164,320,73
INV0001985,P0485,2026-04-01,645,392,39,998,50
INV0001986,P0486,2026-04-01,448,211,100,559,50
INV0001987,P0487,2026-04-01,612,87,8,691,50
INV0001988,P0488,2026-04-01,682,377,30,1029,50
INV0001989,P0489,2026-04-01,151,95,43,203,50
INV0001990,P0490,2026-04-01,211,5,178,38,80
INV0001991,P0491,2026-04-01,212,278,85,405,50
INV0001992,P0492,2026-04-01,661,128,97,692,50
INV0001993,P0493,2026-04-01,175,278,146,307,65
INV0001994,P0494,2026-04-01,256,84,122,218,54
INV0001995,P0495,2026-04-01,548,303,87,764,50
INV0001996,P0496,2026-04-01,592,74,108,558,50
INV0001997,P0497,2026-04-01,358,35,118,275,53
INV0001998,P0498,2026-04-01,395,36,75,356,50
INV0001999,P0499,2026-04-01,63,65,141,0,63
INV0002000,P0500,2026-04-01,66,261,44,283,50
INV0002001,P0001,2026-05-01,377,74,65,386,50
INV0002002,P0002,2026-05-01,161,13,40,134,50
INV0002003,P0003,2026-05-01,176,58,168,66,75
INV0002004,P0004,2026-05-01,226,127,19,334,50
INV0002005,P0005,2026-05-01,514,299,68,745,50
INV0002006,P0006,2026-05-01,444,78,135,387,60
INV0002007,P0007,2026-05-01,142,254,41,355,50
INV0002008,P0008,2026-05-01,610,113,169,554,76
INV0002009,P0009,2026-05-01,289,33,69,253,50
INV0002010,P0010,2026-05-01,159,255,24,390,50
INV0002011,P0011,2026-05-01,179,77,83,173,50
INV0002012,P0012,2026-05-01,525,167,51,641,50
INV0002013,P0013,2026-05-01,313,232,92,453,50
INV0002014,P0014,2026-05-01,540,119,23,636,50
INV0002015,P0015,2026-05-01,535,241,35,741,50
INV0002016,P0016,2026-05-01,161,60,158,63,71
INV0002017,P0017,2026-05-01,482,117,176,423,79
