customer_id,customer_name,gender,age,city,state,customer_segment,acquisition_channel,registration_date
C01134,Customer 1134,Male,38,Jaipur,Rajasthan,New,Organic Search,2024-09-23
C01135,Customer 1135,Female,24,Kozhikode,Kerala,One-Time,Instagram,2025-08-29
C01136,Customer 1136,Female,60,Mangaluru,Karnataka,VIP,Meta Ads,2024-01-01
C01137,Customer 1137,Male,47,Delhi,Delhi,At-Risk,Meta Ads,2024-09-18
C01138,Customer 1138,Female,24,Chennai,Tamil Nadu,New,Meta Ads,2025-07-29
C01139,Customer 1139,Male,55,Hyderabad,Telangana,New,Email,2025-02-12
C01140,Customer 1140,Female,51,Howrah,West Bengal,Dormant,Affiliate,2024-01-11
C01141,Customer 1141,Male,57,Coimbatore,Tamil Nadu,Loyal,Meta Ads,2024-04-24
C01142,Customer 1142,Male,38,Noida,Uttar Pradesh,One-Time,Google Ads,2024-03-29
C01143,Customer 1143,Male,40,Noida,Uttar Pradesh,New,Google Ads,2025-04-22
C01144,Customer 1144,Male,24,Noida,Uttar Pradesh,Dormant,Email,2024-02-07
C01145,Customer 1145,Female,38,Coimbatore,Tamil Nadu,VIP,Google Ads,2025-11-17
C01146,Customer 1146,Female,44,Mysuru,Karnataka,New,Instagram,2025-06-29
C01147,Customer 1147,Male,59,Jodhpur,Rajasthan,New,Google Ads,2025-03-29
C01148,Customer 1148,Male,28,Noida,Uttar Pradesh,New,Google Ads,2024-07-06
C01149,Customer 1149,Male,20,Delhi,Delhi,New,Organic Search,2024-06-16
C01150,Customer 1150,Female,32,Kozhikode,Kerala,New,Marketplace,2025-12-29
C01151,Customer 1151,Female,27,Pune,Maharashtra,New,Meta Ads,2025-07-08
C01152,Customer 1152,Male,39,Kanpur,Uttar Pradesh,New,Meta Ads,2024-11-16
C01153,Customer 1153,Male,51,Warangal,Telangana,One-Time,Meta Ads,2024-07-07
C01154,Customer 1154,Female,35,Nagpur,Maharashtra,Loyal,Affiliate,2024-10-28
C01155,Customer 1155,Male,34,Surat,Gujarat,Loyal,Email,2024-09-28
C01156,Customer 1156,Female,36,Warangal,Telangana,At-Risk,Organic Search,2025-04-08
C01157,Customer 1157,Female,64,Hyderabad,Telangana,One-Time,Email,2024-08-25
C01158,Customer 1158,Male,37,Hyderabad,Telangana,At-Risk,Marketplace,2025-11-28
C01159,Customer 1159,Male,52,Madurai,Tamil Nadu,Dormant,Google Ads,2024-02-22
C01160,Customer 1160,Female,18,Lucknow,Uttar Pradesh,Dormant,Google Ads,2025-09-18
C01161,Customer 1161,Male,23,Hyderabad,Telangana,New,Instagram,2024-01-06
C01162,Customer 1162,Other,35,Howrah,West Bengal,New,Email,2024-07-04
C01163,Customer 1163,Male,43,Kanpur,Uttar Pradesh,Loyal,Google Ads,2026-04-23
C01164,Customer 1164,Male,36,Pune,Maharashtra,New,Marketplace,2025-11-18
C01165,Customer 1165,Male,30,Pune,Maharashtra,New,Organic Search,2026-06-03
C01166,Customer 1166,Female,46,Noida,Uttar Pradesh,New,Marketplace,2025-04-01
C01167,Customer 1167,Male,30,Kanpur,Uttar Pradesh,Loyal,Marketplace,2024-05-03
C01168,Customer 1168,Female,41,Surat,Gujarat,At-Risk,Email,2026-06-07
C01169,Customer 1169,Female,23,Lucknow,Uttar Pradesh,One-Time,Influencer,2025-11-15
C01170,Customer 1170,Female,26,Warangal,Telangana,Dormant,Organic Search,2025-04-10
C01171,Customer 1171,Female,61,Chennai,Tamil Nadu,At-Risk,Instagram,2025-11-22
C01172,Customer 1172,Male,46,Udaipur,Rajasthan,New,Organic Search,2024-09-14
C01173,Customer 1173,Male,32,Bengaluru,Karnataka,One-Time,Marketplace,2025-12-11
C01174,Customer 1174,Female,19,Jodhpur,Rajasthan,New,Affiliate,2025-11-16
C01175,Customer 1175,Male,55,New Delhi,Delhi,Dormant,Organic Search,2024-05-04
C01176,Customer 1176,Male,33,Udaipur,Rajasthan,VIP,Meta Ads,2024-01-27
C01177,Customer 1177,Female,39,Delhi,Delhi,VIP,Influencer,2026-01-31
C01178,Customer 1178,Male,47,Chennai,Tamil Nadu,VIP,Instagram,2025-10-14
C01179,Customer 1179,Female,21,Nagpur,Maharashtra,One-Time,Organic Search,2024-09-21
C01180,Customer 1180,Female,47,Pune,Maharashtra,Dormant,Organic Search,2025-05-03
C01181,Customer 1181,Male,65,Jodhpur,Rajasthan,Dormant,Email,2024-01-27
C01182,Customer 1182,Male,26,Mumbai,Maharashtra,VIP,Google Ads,2024-06-07
C01183,Customer 1183,Female,62,Hyderabad,Telangana,Loyal,Organic Search,2024-03-20
C01184,Customer 1184,Female,34,Nagpur,Maharashtra,New,Meta Ads,2024-01-22
C01185,Customer 1185,Male,18,Pune,Maharashtra,New,Meta Ads,2024-05-03
C01186,Customer 1186,Male,39,Noida,Uttar Pradesh,New,Google Ads,2024-02-11
C01187,Customer 1187,Male,27,Madurai,Tamil Nadu,Loyal,Organic Search,2026-04-29
C01188,Customer 1188,Female,37,Thiruvananthapuram,Kerala,At-Risk,Google Ads,2024-03-14
C01189,Customer 1189,Male,26,Pune,Maharashtra,Dormant,Meta Ads,2024-04-28
C01190,Customer 1190,Male,50,Howrah,West Bengal,New,Marketplace,2025-03-14
C01191,Customer 1191,Female,35,Chennai,Tamil Nadu,One-Time,Instagram,2025-06-25
C01192,Customer 1192,Male,53,Coimbatore,Tamil Nadu,New,Marketplace,2025-09-28
C01193,Customer 1193,Female,28,Kanpur,Uttar Pradesh,Dormant,Email,2024-03-28
C01194,Customer 1194,Male,19,Kochi,Kerala,At-Risk,Google Ads,2024-04-30
C01195,Customer 1195,Female,33,Lucknow,Uttar Pradesh,Loyal,Organic Search,2024-01-15
C01196,Customer 1196,Female,53,Pune,Maharashtra,Loyal,Meta Ads,2024-05-23
C01197,Customer 1197,Male,65,Mumbai,Maharashtra,Loyal,Marketplace,2024-06-20
C01198,Customer 1198,Male,60,Kolkata,West Bengal,One-Time,Meta Ads,2026-01-02
C01199,Customer 1199,Female,18,Bengaluru,Karnataka,New,Affiliate,2025-06-15
C01200,Customer 1200,Male,61,Udaipur,Rajasthan,One-Time,Email,2024-07-24
C01201,Customer 1201,Other,37,Ahmedabad,Gujarat,New,Influencer,2024-04-16
C01202,Customer 1202,Female,20,Vadodara,Gujarat,Loyal,Meta Ads,2026-01-15
C01203,Customer 1203,Male,29,Noida,Uttar Pradesh,One-Time,Organic Search,2025-10-03
C01204,Customer 1204,Female,60,Udaipur,Rajasthan,VIP,Google Ads,2024-03-26
C01205,Customer 1205,Male,46,Hyderabad,Telangana,Loyal,Affiliate,2025-05-18
C01206,Customer 1206,Female,25,Nizamabad,Telangana,Loyal,Meta Ads,2026-01-23
C01207,Customer 1207,Male,56,Surat,Gujarat,Dormant,Instagram,2024-08-31
C01208,Customer 1208,Female,34,Delhi,Delhi,One-Time,Organic Search,2025-10-21
C01209,Customer 1209,Female,23,Mangaluru,Karnataka,Loyal,Email,2024-12-14
C01210,Customer 1210,Male,36,Coimbatore,Tamil Nadu,New,Affiliate,2024-05-12
C01211,Customer 1211,Female,54,Udaipur,Rajasthan,VIP,Organic Search,2024-09-11
C01212,Customer 1212,Male,32,Lucknow,Uttar Pradesh,Loyal,Google Ads,2024-10-31
C01213,Customer 1213,Female,25,Surat,Gujarat,New,Affiliate,2024-02-05
C01214,Customer 1214,Male,32,Coimbatore,Tamil Nadu,New,Instagram,2024-10-26
C01215,Customer 1215,Male,56,Mangaluru,Karnataka,VIP,Organic Search,2026-05-19
C01216,Customer 1216,Female,26,Delhi,Delhi,Loyal,Meta Ads,2024-04-30
C01217,Customer 1217,Male,40,Mangaluru,Karnataka,Loyal,Instagram,2024-01-11
C01218,Customer 1218,Male,49,Vadodara,Gujarat,Loyal,Affiliate,2024-12-05
C01219,Customer 1219,Male,21,Howrah,West Bengal,Loyal,Marketplace,2026-05-15
C01220,Customer 1220,Male,45,Nizamabad,Telangana,Loyal,Marketplace,2025-09-02
C01221,Customer 1221,Female,55,Warangal,Telangana,New,Organic Search,2025-04-07
C01222,Customer 1222,Female,47,Mumbai,Maharashtra,Loyal,Google Ads,2025-10-19
C01223,Customer 1223,Female,26,Kozhikode,Kerala,Loyal,Instagram,2024-01-09
C01224,Customer 1224,Male,43,Kolkata,West Bengal,At-Risk,Meta Ads,2024-07-01
C01225,Customer 1225,Female,61,Mumbai,Maharashtra,Loyal,Organic Search,2026-01-28
C01226,Customer 1226,Female,28,Kozhikode,Kerala,Loyal,Google Ads,2025-10-11
C01227,Customer 1227,Female,25,New Delhi,Delhi,Dormant,Marketplace,2025-02-19
C01228,Customer 1228,Male,46,New Delhi,Delhi,At-Risk,Meta Ads,2024-08-27
C01229,Customer 1229,Male,38,Thiruvananthapuram,Kerala,New,Google Ads,2024-07-23
C01230,Customer 1230,Female,49,Warangal,Telangana,Dormant,Influencer,2024-02-08
C01231,Customer 1231,Male,46,Mumbai,Maharashtra,New,Meta Ads,2026-03-05
C01232,Customer 1232,Male,20,Surat,Gujarat,At-Risk,Google Ads,2024-06-24
C01233,Customer 1233,Male,52,Mumbai,Maharashtra,New,Email,2026-01-02
C01234,Customer 1234,Male,65,Kolkata,West Bengal,One-Time,Marketplace,2024-11-04
C01235,Customer 1235,Female,24,Mumbai,Maharashtra,Dormant,Meta Ads,2026-03-29
C01236,Customer 1236,Female,45,Nizamabad,Telangana,New,Instagram,2024-02-02
C01237,Customer 1237,Female,35,Pune,Maharashtra,At-Risk,Meta Ads,2025-04-10
C01238,Customer 1238,Male,48,Madurai,Tamil Nadu,Loyal,Email,2024-03-26
C01239,Customer 1239,Female,46,Mumbai,Maharashtra,New,Meta Ads,2024-01-02
C01240,Customer 1240,Female,45,Nagpur,Maharashtra,Dormant,Organic Search,2024-11-16
C01241,Customer 1241,Male,24,Kanpur,Uttar Pradesh,Loyal,Email,2025-07-27
C01242,Customer 1242,Male,51,Mysuru,Karnataka,At-Risk,Marketplace,2026-04-12
C01243,Customer 1243,Female,50,Madurai,Tamil Nadu,At-Risk,Organic Search,2024-05-16
C01244,Customer 1244,Male,49,Warangal,Telangana,New,Organic Search,2025-07-26
C01245,Customer 1245,Female,27,Coimbatore,Tamil Nadu,One-Time,Email,2025-12-22
C01246,Customer 1246,Male,56,Mangaluru,Karnataka,One-Time,Meta Ads,2026-04-20
C01247,Customer 1247,Male,28,Surat,Gujarat,Loyal,Meta Ads,2024-09-07
C01248,Customer 1248,Female,25,Pune,Maharashtra,New,Email,2024-02-03
C01249,Customer 1249,Male,33,Kanpur,Uttar Pradesh,One-Time,Meta Ads,2026-05-10
C01250,Customer 1250,Male,25,Thiruvananthapuram,Kerala,At-Risk,Google Ads,2026-02-20
C01251,Customer 1251,Other,34,Hyderabad,Telangana,New,Instagram,2024-08-16
C01252,Customer 1252,Female,28,Nizamabad,Telangana,VIP,Google Ads,2024-05-02
C01253,Customer 1253,Female,21,Nagpur,Maharashtra,Loyal,Meta Ads,2025-04-25
C01254,Customer 1254,Female,64,Ahmedabad,Gujarat,New,Email,2024-08-01
C01255,Customer 1255,Male,50,Nagpur,Maharashtra,New,Affiliate,2025-05-22
C01256,Customer 1256,Female,35,Lucknow,Uttar Pradesh,New,Meta Ads,2024-03-31
C01257,Customer 1257,Female,36,Jaipur,Rajasthan,Loyal,Affiliate,2026-04-14
C01258,Customer 1258,Other,33,Kanpur,Uttar Pradesh,New,Google Ads,2025-01-05
C01259,Customer 1259,Female,53,Delhi,Delhi,At-Risk,Marketplace,2024-05-06
C01260,Customer 1260,Female,29,Thiruvananthapuram,Kerala,At-Risk,Email,2024-07-01
C01261,Customer 1261,Male,22,Warangal,Telangana,New,Email,2025-08-21
C01262,Customer 1262,Female,41,Chennai,Tamil Nadu,At-Risk,Organic Search,2025-10-27
C01263,Customer 1263,Male,28,Mangaluru,Karnataka,Dormant,Email,2024-04-05
C01264,Customer 1264,Female,61,Kochi,Kerala,New,Instagram,2025-11-10
C01265,Customer 1265,Female,35,Vadodara,Gujarat,Dormant,Instagram,2026-04-21
C01266,Customer 1266,Female,50,Kanpur,Uttar Pradesh,One-Time,Marketplace,2024-09-18
C01267,Customer 1267,Male,36,Mumbai,Maharashtra,Loyal,Influencer,2025-07-09
C01268,Customer 1268,Female,27,Thiruvananthapuram,Kerala,New,Email,2025-12-20
C01269,Customer 1269,Female,33,New Delhi,Delhi,At-Risk,Influencer,2026-04-27
C01270,Customer 1270,Other,58,Delhi,Delhi,At-Risk,Google Ads,2024-05-27
C01271,Customer 1271,Male,21,Thiruvananthapuram,Kerala,Dormant,Email,2026-03-10
C01272,Customer 1272,Male,63,Chennai,Tamil Nadu,Dormant,Instagram,2024-02-06
C01273,Customer 1273,Male,19,Madurai,Tamil Nadu,New,Meta Ads,2025-05-13
C01274,Customer 1274,Female,52,Vadodara,Gujarat,Loyal,Marketplace,2024-05-28
C01275,Customer 1275,Male,51,Mumbai,Maharashtra,One-Time,Influencer,2024-04-11
C01276,Customer 1276,Male,46,Mangaluru,Karnataka,New,Marketplace,2024-08-09
C01277,Customer 1277,Male,21,Nagpur,Maharashtra,New,Organic Search,2024-05-21
C01278,Customer 1278,Female,50,Warangal,Telangana,Dormant,Instagram,2024-02-15
C01279,Customer 1279,Male,21,Kanpur,Uttar Pradesh,VIP,Organic Search,2024-09-27
C01280,Customer 1280,Female,53,Ahmedabad,Gujarat,New,Google Ads,2024-04-08
C01281,Customer 1281,Female,55,Madurai,Tamil Nadu,Dormant,Influencer,2024-12-10
C01282,Customer 1282,Male,59,Madurai,Tamil Nadu,At-Risk,Google Ads,2024-09-29
C01283,Customer 1283,Female,36,Coimbatore,Tamil Nadu,One-Time,Affiliate,2025-04-13
C01284,Customer 1284,Female,49,Howrah,West Bengal,Loyal,Organic Search,2026-02-06
C01285,Customer 1285,Female,26,Kozhikode,Kerala,VIP,Google Ads,2024-05-06
C01286,Customer 1286,Female,43,Kozhikode,Kerala,Loyal,Google Ads,2026-02-08
C01287,Customer 1287,Female,52,Coimbatore,Tamil Nadu,Loyal,Instagram,2025-04-30
C01288,Customer 1288,Male,26,Mangaluru,Karnataka,Loyal,Meta Ads,2026-06-13
C01289,Customer 1289,Male,57,Delhi,Delhi,New,Influencer,2025-01-01
C01290,Customer 1290,Male,35,Surat,Gujarat,Loyal,Meta Ads,2024-03-29
C01291,Customer 1291,Female,62,New Delhi,Delhi,One-Time,Instagram,2024-07-08
C01292,Customer 1292,Female,22,Kolkata,West Bengal,One-Time,Meta Ads,2024-01-02
C01293,Customer 1293,Male,28,Vadodara,Gujarat,One-Time,Google Ads,2026-02-18
C01294,Customer 1294,Female,52,Mysuru,Karnataka,Loyal,Meta Ads,2025-05-24
C01295,Customer 1295,Female,27,Mysuru,Karnataka,One-Time,Influencer,2026-03-04
C01296,Customer 1296,Other,65,Madurai,Tamil Nadu,One-Time,Organic Search,2025-06-26
C01297,Customer 1297,Female,63,Hyderabad,Telangana,New,Marketplace,2026-04-20
C01298,Customer 1298,Female,22,Mumbai,Maharashtra,Dormant,Instagram,2024-07-31
C01299,Customer 1299,Female,58,Jaipur,Rajasthan,New,Meta Ads,2024-10-25
C01300,Customer 1300,Male,39,Chennai,Tamil Nadu,One-Time,Google Ads,2025-12-18
C01301,Customer 1301,Female,58,Pune,Maharashtra,New,Email,2026-01-09
C01302,Customer 1302,Male,51,Vadodara,Gujarat,VIP,Google Ads,2026-05-10
C01303,Customer 1303,Male,33,Jaipur,Rajasthan,Loyal,Google Ads,2026-03-09
C01304,Customer 1304,Male,19,Mysuru,Karnataka,One-Time,Organic Search,2024-10-25
C01305,Customer 1305,Female,33,Lucknow,Uttar Pradesh,At-Risk,Google Ads,2025-08-30
C01306,Customer 1306,Female,39,Kozhikode,Kerala,VIP,Email,2026-05-01
C01307,Customer 1307,Male,43,Surat,Gujarat,Loyal,Organic Search,2024-08-26
C01308,Customer 1308,Male,56,Kolkata,West Bengal,Loyal,Organic Search,2024-04-03
C01309,Customer 1309,Female,57,Warangal,Telangana,Dormant,Instagram,2025-03-28
C01310,Customer 1310,Female,32,Thiruvananthapuram,Kerala,Dormant,Organic Search,2025-03-04
C01311,Customer 1311,Male,27,Madurai,Tamil Nadu,VIP,Instagram,2025-09-16
C01312,Customer 1312,Male,49,Kochi,Kerala,At-Risk,Google Ads,2024-06-26
C01313,Customer 1313,Male,53,Vadodara,Gujarat,At-Risk,Meta Ads,2025-02-07
C01314,Customer 1314,Male,47,Nizamabad,Telangana,Dormant,Google Ads,2025-06-09
C01315,Customer 1315,Female,47,Hyderabad,Telangana,New,Email,2025-06-08
C01316,Customer 1316,Male,51,Howrah,West Bengal,Dormant,Organic Search,2024-03-05
C01317,Customer 1317,Male,37,Vadodara,Gujarat,VIP,Affiliate,2024-04-01
C01318,Customer 1318,Female,29,Warangal,Telangana,Loyal,Meta Ads,2025-03-29
C01319,Customer 1319,Male,55,Jaipur,Rajasthan,One-Time,Google Ads,2024-11-29
C01320,Customer 1320,Female,26,Noida,Uttar Pradesh,One-Time,Meta Ads,2024-06-04
C01321,Customer 1321,Female,20,Delhi,Delhi,At-Risk,Marketplace,2025-12-25
C01322,Customer 1322,Male,18,New Delhi,Delhi,Loyal,Meta Ads,2025-01-10
C01323,Customer 1323,Female,36,Warangal,Telangana,New,Instagram,2025-06-05
C01324,Customer 1324,Male,41,Kanpur,Uttar Pradesh,Loyal,Google Ads,2025-09-11
C01325,Customer 1325,Female,44,Mysuru,Karnataka,New,Affiliate,2025-10-14
C01326,Customer 1326,Female,26,Kanpur,Uttar Pradesh,Loyal,Instagram,2024-10-27
C01327,Customer 1327,Male,38,Chennai,Tamil Nadu,Loyal,Google Ads,2024-01-23
C01328,Customer 1328,Female,49,Vadodara,Gujarat,Loyal,Email,2025-05-01
C01329,Customer 1329,Male,31,Mysuru,Karnataka,New,Organic Search,2024-08-03
C01330,Customer 1330,Female,44,Mumbai,Maharashtra,New,Email,2026-05-24
C01331,Customer 1331,Male,31,Kanpur,Uttar Pradesh,One-Time,Marketplace,2026-03-16
C01332,Customer 1332,Other,58,Delhi,Delhi,Loyal,Influencer,2026-02-26
C01333,Customer 1333,Female,39,Surat,Gujarat,Dormant,Email,2025-12-05
C01334,Customer 1334,Female,56,Kochi,Kerala,At-Risk,Marketplace,2026-06-16
C01335,Customer 1335,Male,34,Kozhikode,Kerala,VIP,Affiliate,2026-05-10
C01336,Customer 1336,Female,35,Lucknow,Uttar Pradesh,One-Time,Instagram,2024-06-08
C01337,Customer 1337,Female,54,Mumbai,Maharashtra,New,Affiliate,2025-07-07
C01338,Customer 1338,Male,32,Ahmedabad,Gujarat,At-Risk,Email,2025-03-20
C01339,Customer 1339,Female,52,Noida,Uttar Pradesh,Loyal,Email,2024-01-29
C01340,Customer 1340,Male,21,Chennai,Tamil Nadu,New,Email,2025-12-06
C01341,Customer 1341,Female,58,Nizamabad,Telangana,Loyal,Affiliate,2024-04-08
C01342,Customer 1342,Male,54,Lucknow,Uttar Pradesh,Loyal,Marketplace,2026-04-16
C01343,Customer 1343,Male,45,Delhi,Delhi,One-Time,Meta Ads,2025-09-18
C01344,Customer 1344,Male,41,Vadodara,Gujarat,New,Organic Search,2024-08-04
C01345,Customer 1345,Male,35,Kozhikode,Kerala,Loyal,Organic Search,2024-02-02
C01346,Customer 1346,Female,34,Ahmedabad,Gujarat,New,Marketplace,2026-06-07
C01347,Customer 1347,Female,32,Chennai,Tamil Nadu,Loyal,Instagram,2025-12-28
C01348,Customer 1348,Male,51,Madurai,Tamil Nadu,At-Risk,Meta Ads,2025-02-01
C01349,Customer 1349,Male,27,Coimbatore,Tamil Nadu,Dormant,Meta Ads,2025-12-25
C01350,Customer 1350,Male,31,Nagpur,Maharashtra,One-Time,Google Ads,2025-11-25
C01351,Customer 1351,Male,36,Lucknow,Uttar Pradesh,New,Google Ads,2025-07-04
C01352,Customer 1352,Female,40,Noida,Uttar Pradesh,Loyal,Meta Ads,2025-04-11
C01353,Customer 1353,Male,30,Bengaluru,Karnataka,One-Time,Google Ads,2024-02-09
C01354,Customer 1354,Male,38,Mysuru,Karnataka,At-Risk,Influencer,2024-09-24
C01355,Customer 1355,Female,56,Lucknow,Uttar Pradesh,VIP,Instagram,2024-10-06
C01356,Customer 1356,Female,30,Nizamabad,Telangana,One-Time,Instagram,2024-04-08
C01357,Customer 1357,Female,26,Delhi,Delhi,At-Risk,Organic Search,2025-09-30
C01358,Customer 1358,Female,55,New Delhi,Delhi,One-Time,Meta Ads,2024-05-25
C01359,Customer 1359,Male,30,Jodhpur,Rajasthan,Loyal,Organic Search,2024-08-21
C01360,Customer 1360,Female,51,Pune,Maharashtra,Dormant,Affiliate,2025-08-05
C01361,Customer 1361,Male,63,Howrah,West Bengal,New,Instagram,2025-04-12
C01362,Customer 1362,Other,42,Coimbatore,Tamil Nadu,One-Time,Email,2025-05-13
C01363,Customer 1363,Male,44,Surat,Gujarat,At-Risk,Meta Ads,2026-02-07
C01364,Customer 1364,Male,51,Nizamabad,Telangana,Loyal,Instagram,2025-01-24
C01365,Customer 1365,Male,24,Delhi,Delhi,One-Time,Organic Search,2025-07-10
C01366,Customer 1366,Female,22,Delhi,Delhi,New,Meta Ads,2025-07-17
C01367,Customer 1367,Male,26,Nagpur,Maharashtra,One-Time,Email,2024-04-22
C01368,Customer 1368,Male,38,Nagpur,Maharashtra,Loyal,Email,2025-04-01
C01369,Customer 1369,Other,58,Nagpur,Maharashtra,One-Time,Google Ads,2025-05-08
C01370,Customer 1370,Male,46,Mangaluru,Karnataka,One-Time,Google Ads,2024-05-07
C01371,Customer 1371,Female,59,Warangal,Telangana,One-Time,Email,2024-04-25
C01372,Customer 1372,Male,36,Thiruvananthapuram,Kerala,Loyal,Google Ads,2024-08-23
C01373,Customer 1373,Male,56,Chennai,Tamil Nadu,At-Risk,Organic Search,2025-01-17
C01374,Customer 1374,Female,52,Kanpur,Uttar Pradesh,Loyal,Marketplace,2025-01-23
C01375,Customer 1375,Male,22,Kozhikode,Kerala,Loyal,Organic Search,2024-07-24
C01376,Customer 1376,Male,43,Nizamabad,Telangana,At-Risk,Meta Ads,2024-12-24
C01377,Customer 1377,Male,48,Howrah,West Bengal,New,Instagram,2024-09-19
C01378,Customer 1378,Male,36,Noida,Uttar Pradesh,One-Time,Organic Search,2026-03-23
C01379,Customer 1379,Male,55,Kolkata,West Bengal,New,Organic Search,2025-08-13
C01380,Customer 1380,Male,37,Madurai,Tamil Nadu,One-Time,Marketplace,2026-04-27
C01381,Customer 1381,Female,52,Madurai,Tamil Nadu,Dormant,Email,2025-08-07
C01382,Customer 1382,Female,52,Nizamabad,Telangana,One-Time,Meta Ads,2025-04-25
C01383,Customer 1383,Female,28,Surat,Gujarat,At-Risk,Instagram,2025-03-17
C01384,Customer 1384,Male,21,Thiruvananthapuram,Kerala,New,Marketplace,2024-08-27
C01385,Customer 1385,Male,60,Kochi,Kerala,Loyal,Organic Search,2024-06-09
C01386,Customer 1386,Male,58,Hyderabad,Telangana,One-Time,Influencer,2025-12-19
C01387,Customer 1387,Female,63,Udaipur,Rajasthan,New,Organic Search,2024-12-16
C01388,Customer 1388,Female,20,Bengaluru,Karnataka,One-Time,Marketplace,2024-06-12
C01389,Customer 1389,Other,51,Kochi,Kerala,Loyal,Email,2025-01-10
C01390,Customer 1390,Female,24,Nizamabad,Telangana,Loyal,Marketplace,2025-03-18
C01391,Customer 1391,Female,41,Thiruvananthapuram,Kerala,At-Risk,Marketplace,2025-08-26
C01392,Customer 1392,Male,56,Lucknow,Uttar Pradesh,Dormant,Influencer,2026-06-13
C01393,Customer 1393,Male,30,Pune,Maharashtra,Loyal,Marketplace,2026-05-27
C01394,Customer 1394,Female,35,Warangal,Telangana,Dormant,Email,2026-02-26
C01395,Customer 1395,Female,41,Lucknow,Uttar Pradesh,New,Organic Search,2026-01-14
C01396,Customer 1396,Male,40,Pune,Maharashtra,One-Time,Email,2026-04-16
C01397,Customer 1397,Female,18,Surat,Gujarat,One-Time,Affiliate,2025-10-06
C01398,Customer 1398,Female,35,Kozhikode,Kerala,Loyal,Affiliate,2024-03-29
C01399,Customer 1399,Female,58,Ahmedabad,Gujarat,Loyal,Organic Search,2024-08-03
C01400,Customer 1400,Female,22,Madurai,Tamil Nadu,Loyal,Instagram,2025-02-19
C01401,Customer 1401,Female,34,Chennai,Tamil Nadu,At-Risk,Affiliate,2025-12-07
C01402,Customer 1402,Male,47,Nizamabad,Telangana,One-Time,Influencer,2025-11-23
C01403,Customer 1403,Female,36,Kozhikode,Kerala,At-Risk,Organic Search,2026-03-01
C01404,Customer 1404,Male,51,Mysuru,Karnataka,Loyal,Instagram,2024-05-20
C01405,Customer 1405,Male,30,Mumbai,Maharashtra,Loyal,Influencer,2025-06-21
C01406,Customer 1406,Female,27,Bengaluru,Karnataka,One-Time,Affiliate,2025-11-23
C01407,Customer 1407,Male,62,Thiruvananthapuram,Kerala,One-Time,Email,2024-12-20
C01408,Customer 1408,Female,54,Nizamabad,Telangana,One-Time,Organic Search,2024-11-03
C01409,Customer 1409,Male,32,Kanpur,Uttar Pradesh,At-Risk,Organic Search,2025-08-17
C01410,Customer 1410,Male,22,Jaipur,Rajasthan,Loyal,Organic Search,2026-03-09
C01411,Customer 1411,Female,39,Lucknow,Uttar Pradesh,New,Meta Ads,2025-02-13
C01412,Customer 1412,Male,55,Thiruvananthapuram,Kerala,VIP,Meta Ads,2025-01-10
C01413,Customer 1413,Female,47,Noida,Uttar Pradesh,Loyal,Marketplace,2024-03-09
C01414,Customer 1414,Female,51,Kozhikode,Kerala,Dormant,Marketplace,2024-08-13
C01415,Customer 1415,Female,43,Nagpur,Maharashtra,Loyal,Instagram,2024-03-12
C01416,Customer 1416,Male,61,Noida,Uttar Pradesh,Loyal,Marketplace,2026-04-05
C01417,Customer 1417,Male,23,Surat,Gujarat,Loyal,Email,2026-01-29
C01418,Customer 1418,Male,57,Surat,Gujarat,VIP,Google Ads,2025-10-03
C01419,Customer 1419,Male,64,Thiruvananthapuram,Kerala,Loyal,Organic Search,2024-07-12
C01420,Customer 1420,Male,58,Kozhikode,Kerala,New,Google Ads,2025-02-20
C01421,Customer 1421,Female,31,Jaipur,Rajasthan,Dormant,Google Ads,2024-01-11
C01422,Customer 1422,Male,63,Delhi,Delhi,VIP,Marketplace,2026-05-14
C01423,Customer 1423,Female,64,Delhi,Delhi,Loyal,Email,2024-02-17
C01424,Customer 1424,Male,58,Coimbatore,Tamil Nadu,Loyal,Meta Ads,2025-06-26
C01425,Customer 1425,Female,33,Coimbatore,Tamil Nadu,VIP,Email,2025-03-22
C01426,Customer 1426,Female,56,Coimbatore,Tamil Nadu,New,Organic Search,2025-06-12
C01427,Customer 1427,Female,59,Nizamabad,Telangana,One-Time,Organic Search,2024-03-15
C01428,Customer 1428,Female,27,Hyderabad,Telangana,New,Meta Ads,2024-11-21
C01429,Customer 1429,Male,30,Noida,Uttar Pradesh,New,Instagram,2026-01-15
C01430,Customer 1430,Female,54,Coimbatore,Tamil Nadu,New,Email,2026-01-21
C01431,Customer 1431,Female,56,Kozhikode,Kerala,VIP,Organic Search,2024-12-29
C01432,Customer 1432,Male,48,Ahmedabad,Gujarat,New,Marketplace,2025-06-10
C01433,Customer 1433,Male,43,Hyderabad,Telangana,At-Risk,Instagram,2025-12-21
C01434,Customer 1434,Male,64,Pune,Maharashtra,Dormant,Influencer,2025-07-13
C01435,Customer 1435,Other,34,Pune,Maharashtra,New,Marketplace,2025-01-11
C01436,Customer 1436,Female,52,Kozhikode,Kerala,VIP,Meta Ads,2026-04-22
C01437,Customer 1437,Female,63,Mumbai,Maharashtra,Loyal,Google Ads,2026-06-14
C01438,Customer 1438,Female,30,New Delhi,Delhi,Dormant,Organic Search,2024-08-30
