order_id,customer_id,order_date,channel,payment_method,order_status,shipping_state,shipping_city,subtotal,discount_amount,shipping_fee,tax_amount,total_amount
O011628,C07898,2026-07-23,Website,COD,Delivered,Telangana,Nizamabad,8389.84,319.5,98.64,1282.41,9451.39
O011629,C07064,2025-06-10,Marketplace,Net Banking,Delivered,Telangana,Hyderabad,45884.64,396.68,220.46,6785.94,52494.36
O011630,C00059,2025-03-18,Mobile App,UPI,Delivered,Maharashtra,Mumbai,9896.13,17.04,156.39,1580.92,11616.4
O011631,C06348,2026-05-28,Marketplace,Net Banking,Delivered,Rajasthan,Jodhpur,7689.02,332.24,133.32,929.12,8419.22
O011632,C01808,2026-02-07,Mobile App,Credit Card,Returned,Tamil Nadu,Coimbatore,6231.35,270.03,145.52,876.78,6983.62
O011633,C05469,2025-11-25,Website,COD,Delivered,Delhi,New Delhi,1499.01,1.03,184.16,173.96,1856.1
O011634,C00882,2025-02-12,Website,COD,Cancelled,Gujarat,Ahmedabad,7123.22,137.32,106.1,577.13,7669.13
O011635,C09668,2025-01-11,Mobile App,UPI,Delivered,Kerala,Kochi,18039.88,776.29,37.27,1814.53,19115.39
O011636,C02820,2025-11-12,Mobile App,Credit Card,Delivered,Kerala,Kochi,86678.85,3909.12,63.87,5474.79,88308.39
O011637,C05512,2026-03-22,Marketplace,Net Banking,Delivered,Gujarat,Vadodara,12136.67,590.31,58.92,616.96,12222.24
O011638,C08015,2026-10-19,Marketplace,Debit Card,Delivered,Telangana,Warangal,4952.1,192.05,92.43,653.76,5506.24
O011639,C07861,2026-03-18,Mobile App,Credit Card,Delivered,Gujarat,Surat,7956.96,160.04,135.88,1094.28,9027.08
O011640,C09219,2025-12-24,Website,Credit Card,Delivered,Uttar Pradesh,Kanpur,5129.64,199.56,75.72,278.02,5283.82
O011641,C05129,2025-05-17,Website,Credit Card,Delivered,Kerala,Thiruvananthapuram,3151.23,118.02,237.13,452.94,3723.28
O011642,C04699,2025-05-02,Website,UPI,Delivered,Delhi,Delhi,73894.27,913.68,161.03,4838.78,77980.4
O011643,C04251,2026-03-29,Website,Net Banking,Delivered,Karnataka,Bengaluru,2465.14,38.65,103.95,432.88,2963.32
O011644,C09341,2025-10-06,Mobile App,COD,Returned,Telangana,Hyderabad,49388.94,276.3,98.41,3087.12,52298.17
O011645,C01507,2025-05-01,Marketplace,Credit Card,Delivered,Rajasthan,Jodhpur,21875.85,279.29,160.03,2035.16,23791.75
O011646,C02226,2025-11-01,Mobile App,UPI,Cancelled,Karnataka,Bengaluru,751.23,28.9,165.34,94.65,982.32
O011647,C02784,2026-07-04,Website,Credit Card,Delivered,Tamil Nadu,Coimbatore,15717.77,423.37,72.32,2508.18,17874.9
O011648,C08650,2025-03-04,Mobile App,Credit Card,Delivered,West Bengal,Kolkata,14367.58,123.27,127.65,1757.62,16129.58
O011649,C02357,2025-04-14,Mobile App,COD,Delivered,Delhi,New Delhi,273.95,0.41,204.62,20.44,498.6
O011650,C05825,2026-03-09,Marketplace,Debit Card,Delivered,Tamil Nadu,Madurai,4396.64,36.81,242.35,276.04,4878.22
O011651,C07550,2026-02-10,Website,Debit Card,Returned,Telangana,Nizamabad,4735.37,112.37,193.63,630.45,5447.08
O011652,C00681,2025-04-30,Website,UPI,Delivered,Telangana,Warangal,27510.82,501.92,27.58,3458.02,30494.5
O011653,C00233,2026-03-21,Website,Debit Card,Delivered,Kerala,Thiruvananthapuram,5624.08,81.01,181.37,731.13,6455.57
O011654,C08779,2026-04-13,Website,UPI,Delivered,Uttar Pradesh,Kanpur,14380.65,139.89,245.5,1287.58,15773.84
O011655,C00480,2025-03-08,Website,COD,Delivered,Tamil Nadu,Coimbatore,15113.38,327.57,214.66,2052.81,17053.28
O011656,C00268,2026-06-26,Mobile App,UPI,Delivered,Maharashtra,Nagpur,9642.560000000001,58.2,21.46,969.7,10575.52
O011657,C09317,2025-03-30,Website,Debit Card,Delivered,Uttar Pradesh,Lucknow,3839.68,157.63,14.8,620.02,4316.87
O011658,C03502,2026-07-22,Mobile App,Net Banking,Delivered,Gujarat,Vadodara,59148.53,894.44,70.84,9021.83,67346.76
O011659,C08702,2025-07-09,Website,Credit Card,Delivered,Gujarat,Ahmedabad,10405.35,49.17,164.0,1464.05,11984.23
O011660,C06306,2025-06-26,Website,Wallet,Delivered,Telangana,Warangal,66669.07,1113.67,157.93,5219.28,70932.61
O011661,C07258,2026-05-12,Website,Wallet,Delivered,Kerala,Kozhikode,60193.9,2583.79,193.3,7219.82,65023.23
O011662,C07745,2026-05-06,Website,COD,Delivered,Uttar Pradesh,Noida,7542.97,75.92,83.86,582.05,8132.96
O011663,C04915,2025-08-01,Website,COD,Delivered,Karnataka,Mangaluru,7691.16,363.26,184.96,494.1,8006.96
O011664,C00802,2026-12-11,Marketplace,UPI,Delivered,Karnataka,Mangaluru,24135.26,1093.33,160.33,1464.89,24667.15
O011665,C05403,2025-10-26,Website,Wallet,Delivered,Tamil Nadu,Coimbatore,13174.44,239.5,53.4,725.93,13714.27
O011666,C02638,2025-11-05,Website,UPI,Delivered,Maharashtra,Nagpur,591.32,23.23,109.11,72.81,750.01
O011667,C02597,2025-06-06,Website,UPI,Delivered,Telangana,Nizamabad,1407.2,22.46,65.35,148.96,1599.05
O011668,C07684,2025-02-16,Website,COD,Delivered,Uttar Pradesh,Noida,790.44,13.6,0.46,129.1,906.4
O011669,C02081,2026-09-09,Marketplace,UPI,Delivered,Tamil Nadu,Coimbatore,7011.98,164.94,205.68,1070.51,8123.23
O011670,C05767,2025-09-22,Mobile App,Debit Card,Delivered,Tamil Nadu,Coimbatore,4039.43,23.81,39.11,586.71,4641.44
O011671,C08201,2025-12-26,Website,Net Banking,Delivered,Telangana,Nizamabad,12697.52,79.29,118.46,1437.59,14174.28
O011672,C05595,2026-08-12,Mobile App,UPI,Delivered,Gujarat,Ahmedabad,25149.13,990.7,188.54,3755.3,28102.27
O011673,C06151,2025-03-26,Website,Debit Card,Delivered,Uttar Pradesh,Kanpur,25529.73,154.33,176.15,1374.1,26925.65
O011674,C05997,2026-04-03,Website,Debit Card,Delivered,Gujarat,Surat,759.3,13.7,133.81,85.67,965.08
O011675,C09546,2025-10-11,Website,Debit Card,Delivered,Karnataka,Mysuru,29529.58,1263.26,138.83,2925.42,31330.57
O011676,C01671,2026-09-22,Marketplace,COD,Delivered,Karnataka,Bengaluru,5096.86,70.8,178.66,631.46,5836.18
O011677,C06714,2025-10-26,Mobile App,UPI,Delivered,West Bengal,Kolkata,4256.56,112.3,135.32,624.75,4904.33
O011678,C04908,2026-12-04,Website,Net Banking,Delivered,Maharashtra,Nagpur,4300.0,13.84,138.59,272.31,4697.06
O011679,C09376,2025-10-17,Website,Wallet,Delivered,Maharashtra,Pune,9347.58,370.48,156.98,1562.75,10696.83
O011680,C01079,2025-01-26,Website,UPI,Delivered,West Bengal,Kolkata,38085.020000000004,391.77,58.03,6757.21,44508.49
O011681,C08898,2026-02-07,Mobile App,Credit Card,Delivered,Karnataka,Mysuru,1193.95,2.68,126.76,164.37,1482.4
O011682,C09286,2025-04-11,Mobile App,Wallet,Delivered,Telangana,Warangal,4959.139999999999,237.12,9.45,387.75,5119.22
O011683,C01077,2025-04-19,Marketplace,Net Banking,Delivered,Gujarat,Ahmedabad,100754.45999999999,950.7,249.88,17302.82,117356.46
O011684,C08375,2025-12-21,Website,Credit Card,Delivered,West Bengal,Kolkata,10995.22,312.18,205.71,725.84,11614.59
O011685,C06248,2025-08-15,Marketplace,COD,Delivered,Kerala,Kozhikode,41159.72,1912.13,228.31,5629.31,45105.21
O011686,C00441,2026-02-04,Website,UPI,Delivered,Uttar Pradesh,Noida,815.21,8.26,32.41,93.55,932.91
O011687,C08809,2026-05-04,Website,Debit Card,Delivered,Kerala,Kochi,1364.64,64.12,179.3,134.96,1614.78
O011688,C06248,2026-11-02,Website,Credit Card,Delivered,Kerala,Kozhikode,2437.37,33.66,157.0,237.05,2797.76
O011689,C02785,2025-08-15,Marketplace,COD,Cancelled,Maharashtra,Nagpur,2534.8199999999997,38.63,238.32,272.91,3007.42
O011690,C01020,2026-01-09,Marketplace,COD,Delivered,Tamil Nadu,Madurai,8919.95,80.69,161.64,1064.83,10065.73
O011691,C01323,2026-07-25,Website,UPI,Delivered,Telangana,Warangal,7768.36,49.59,136.1,1125.85,8980.72
O011692,C09248,2026-03-07,Website,Wallet,Delivered,Tamil Nadu,Madurai,2821.08,62.83,200.73,235.16,3194.14
O011693,C03457,2025-10-10,Website,COD,Delivered,Kerala,Thiruvananthapuram,24037.1,401.73,159.52,2101.58,25896.47
O011694,C05571,2025-03-10,Mobile App,Net Banking,Delivered,Maharashtra,Pune,9042.53,267.4,24.17,1063.7,9863.0
O011695,C04252,2025-05-28,Website,Net Banking,Delivered,Maharashtra,Nagpur,5861.33,11.14,240.45,924.16,7014.8
O011696,C03311,2025-01-30,Mobile App,COD,Delivered,Kerala,Kochi,17683.05,833.45,61.47,983.85,17894.92
O011697,C03273,2026-03-31,Mobile App,Credit Card,Delivered,West Bengal,Kolkata,3598.91,30.1,112.41,423.77,4104.99
O011698,C04112,2026-01-05,Mobile App,Wallet,Delivered,Uttar Pradesh,Noida,10446.91,300.23,66.55,1010.61,11223.84
O011699,C05882,2025-08-24,Website,Debit Card,Delivered,Maharashtra,Nagpur,24291.93,268.58,217.26,3500.27,27740.88
O011700,C01688,2026-12-01,Website,Net Banking,Delivered,Delhi,Delhi,5731.82,108.76,103.03,892.22,6618.31
O011701,C03786,2026-01-01,Website,COD,Delivered,Kerala,Thiruvananthapuram,14852.45,438.0,144.64,1062.65,15621.74
O011702,C04797,2026-12-25,Website,Wallet,Delivered,Maharashtra,Nagpur,27463.96,763.37,199.87,3755.36,30655.82
O011703,C05328,2025-10-14,Marketplace,Credit Card,Delivered,Kerala,Kozhikode,4795.54,152.85,71.16,526.94,5240.79
O011704,C09774,2026-04-06,Website,UPI,Delivered,Gujarat,Surat,40072.92,1614.07,156.04,5397.1,44011.99
O011705,C06469,2025-09-02,Marketplace,Credit Card,Delivered,Kerala,Kochi,2846.89,83.65,151.02,295.93,3210.19
O011706,C09093,2026-11-21,Marketplace,UPI,Delivered,Maharashtra,Nagpur,6920.81,285.68,95.15,1087.76,7818.04
O011707,C07717,2025-07-21,Mobile App,UPI,Delivered,Gujarat,Ahmedabad,1216.31,42.26,141.26,137.11,1452.42
O011708,C06769,2025-06-02,Mobile App,Credit Card,Returned,Uttar Pradesh,Lucknow,12525.74,277.85,115.47,1160.63,13523.99
O011709,C03160,2026-04-17,Website,UPI,Delivered,Karnataka,Mysuru,18582.04,228.98,234.53,1136.42,19724.01
O011710,C07700,2025-09-14,Website,COD,Delivered,Gujarat,Ahmedabad,4927.45,138.19,204.23,728.96,5722.45
O011711,C09271,2026-10-16,Mobile App,Debit Card,Delivered,Telangana,Warangal,3626.61,121.95,26.89,573.41,4104.96
O011712,C04950,2025-04-05,Website,Debit Card,Delivered,Rajasthan,Jodhpur,21839.27,1002.74,49.92,1554.16,22440.61
O011713,C01860,2025-02-19,Mobile App,Net Banking,Delivered,Karnataka,Mysuru,13496.789999999999,256.36,230.69,930.21,14401.33
O011714,C00189,2025-01-23,Website,COD,Delivered,Rajasthan,Jaipur,7387.76,141.35,231.57,855.46,8333.44
O011715,C04342,2025-08-28,Mobile App,UPI,Delivered,Maharashtra,Pune,9084.77,352.67,189.63,1150.78,10072.51
O011716,C01278,2026-08-30,Mobile App,UPI,Cancelled,Telangana,Warangal,48291.74,1146.12,227.98,5759.09,53132.69
O011717,C08028,2026-11-15,Website,COD,Delivered,Rajasthan,Udaipur,11160.99,378.7,218.72,1160.55,12161.56
O011718,C07543,2026-11-04,Mobile App,Wallet,Delivered,West Bengal,Howrah,47442.58,346.85,134.77,8329.6,55560.1
O011719,C03662,2026-11-21,Mobile App,Net Banking,Delivered,Kerala,Kochi,10234.259999999998,7.03,152.57,1159.38,11539.18
O011720,C07389,2025-08-24,Website,Credit Card,Delivered,Telangana,Nizamabad,8756.66,425.94,80.44,1179.76,9590.92
O011721,C03045,2026-02-12,Website,Credit Card,Delivered,Rajasthan,Udaipur,20462.7,788.09,101.83,1227.81,21004.25
O011722,C03391,2025-10-04,Website,Debit Card,Delivered,Maharashtra,Pune,19553.14,421.88,189.39,2215.39,21536.04
O011723,C08805,2026-06-10,Website,UPI,Delivered,Uttar Pradesh,Kanpur,2990.49,139.86,148.07,218.28,3216.98
O011724,C06359,2026-11-07,Website,COD,Delivered,Delhi,Delhi,2384.0299999999997,62.49,36.44,289.82,2647.8
O011725,C05909,2025-05-08,Website,Credit Card,Delivered,Karnataka,Bengaluru,357.77,5.69,12.57,20.2,384.85
O011726,C02585,2025-12-21,Website,Net Banking,Delivered,Telangana,Nizamabad,1886.08,10.33,75.36,267.48,2218.59
O011727,C00317,2025-12-01,Website,UPI,Delivered,Tamil Nadu,Coimbatore,16805.33,642.54,116.96,2773.07,19052.82
O011728,C00279,2026-11-07,Marketplace,Debit Card,Delivered,Uttar Pradesh,Kanpur,960.15,45.54,101.59,73.31,1089.51
O011729,C04588,2026-10-24,Mobile App,Credit Card,Delivered,Kerala,Thiruvananthapuram,5053.15,56.25,51.88,792.04,5840.82
O011730,C06746,2026-10-10,Website,UPI,Delivered,Telangana,Hyderabad,4699.48,43.57,6.47,469.5,5131.88
O011731,C01167,2026-07-12,Website,Credit Card,Delivered,Uttar Pradesh,Kanpur,4200.86,103.0,205.48,403.2,4706.54
O011732,C05504,2026-11-12,Marketplace,Credit Card,Delivered,West Bengal,Kolkata,3574.34,133.01,123.28,228.93,3793.54
O011733,C04153,2026-12-30,Marketplace,UPI,Delivered,Tamil Nadu,Coimbatore,5320.2,143.41,13.08,906.58,6096.45
O011734,C07717,2025-04-12,Website,UPI,Delivered,Gujarat,Ahmedabad,13671.75,519.29,226.55,1244.87,14623.88
O011735,C00973,2026-11-09,Website,Credit Card,Delivered,Maharashtra,Mumbai,7486.56,23.51,43.2,1078.44,8584.69
O011736,C00194,2026-02-12,Mobile App,Credit Card,Delivered,Uttar Pradesh,Lucknow,21156.73,424.52,163.45,3431.63,24327.29
O011737,C09271,2025-07-31,Mobile App,UPI,Delivered,Telangana,Warangal,2675.72,49.55,66.08,209.86,2902.11
O011738,C07316,2026-02-25,Mobile App,Credit Card,Delivered,Maharashtra,Pune,4125.1,170.59,204.95,401.81,4561.27
O011739,C03557,2025-12-29,Website,COD,Cancelled,Delhi,Delhi,14726.46,375.46,222.5,1547.38,16120.88
O011740,C08533,2026-02-02,Marketplace,UPI,Delivered,Maharashtra,Nagpur,1932.92,90.95,28.97,291.22,2162.16
O011741,C05649,2025-10-16,Website,Wallet,Delivered,Tamil Nadu,Coimbatore,690.35,0.8,44.71,64.7,798.96
O011742,C02185,2026-04-24,Website,COD,Delivered,Delhi,Delhi,6552.64,240.43,103.47,742.79,7158.47
O011743,C07006,2026-05-18,Mobile App,Credit Card,Delivered,Delhi,Delhi,3215.9,20.32,210.53,188.93,3595.04
O011744,C02311,2025-02-19,Website,Debit Card,Delivered,Kerala,Kochi,64535.86,2786.27,34.64,8482.45,70266.68
O011745,C02568,2026-08-01,Mobile App,UPI,Delivered,Telangana,Hyderabad,8971.88,196.51,232.58,1053.17,10061.12
O011746,C04393,2026-02-06,Mobile App,COD,Delivered,Delhi,Delhi,349.78,0.67,113.93,28.15,491.19
O011747,C00207,2026-10-17,Mobile App,UPI,Delivered,Maharashtra,Nagpur,3894.15,15.65,103.28,493.13,4474.91
O011748,C03897,2026-04-27,Website,UPI,Delivered,Karnataka,Mysuru,386.93,11.03,47.97,55.73,479.6
O011749,C02383,2026-12-28,Marketplace,UPI,Delivered,Maharashtra,Pune,2100.09,102.86,172.08,113.02,2282.33
O011750,C05673,2026-07-09,Website,COD,Cancelled,Tamil Nadu,Coimbatore,8289.49,153.68,245.23,734.32,9115.36
O011751,C07421,2025-11-27,Website,COD,Delivered,Telangana,Nizamabad,22063.760000000002,588.9,87.1,2584.03,24145.99
O011752,C00465,2025-07-07,Marketplace,Wallet,Delivered,Gujarat,Surat,2629.44,18.22,83.95,370.63,3065.8
O011753,C01120,2026-04-14,Mobile App,COD,Delivered,Uttar Pradesh,Kanpur,6608.48,110.81,110.28,880.91,7488.86
O011754,C06960,2025-12-30,Website,UPI,Cancelled,Kerala,Kozhikode,49248.12,1366.55,95.62,7436.67,55413.86
O011755,C09351,2025-11-21,Mobile App,UPI,Cancelled,Uttar Pradesh,Lucknow,2850.25,112.22,71.86,188.1,2997.99
O011756,C04845,2026-09-17,Website,Debit Card,Delivered,Tamil Nadu,Madurai,8775.49,427.11,112.29,1099.18,9559.85
O011757,C04628,2026-11-12,Mobile App,COD,Delivered,Karnataka,Mysuru,20549.75,277.51,195.24,3391.45,23858.93
O011758,C09660,2025-12-06,Website,Net Banking,Delivered,Tamil Nadu,Madurai,7029.68,5.83,222.88,901.38,8148.11
O011759,C01127,2025-01-25,Marketplace,UPI,Delivered,Delhi,Delhi,14174.609999999999,445.76,155.57,1885.27,15769.69
O011760,C03649,2026-10-20,Website,COD,Delivered,Karnataka,Bengaluru,32975.87,573.06,179.15,3894.15,36476.11
O011761,C03111,2025-02-05,Website,COD,Delivered,Karnataka,Mysuru,1475.67,37.34,144.05,130.15,1712.53
O011762,C09649,2025-12-01,Website,Credit Card,Cancelled,Maharashtra,Mumbai,8625.77,336.49,23.68,1022.96,9335.92
O011763,C07045,2025-09-19,Mobile App,Net Banking,Returned,Kerala,Kochi,10676.26,157.47,205.37,540.79,11264.95
O011764,C04698,2025-10-10,Mobile App,COD,Delivered,Delhi,Delhi,8629.65,19.88,248.99,1132.2,9990.96
O011765,C03336,2026-04-19,Mobile App,COD,Delivered,Tamil Nadu,Madurai,15430.779999999999,261.79,225.96,1289.25,16684.2
O011766,C04569,2026-10-07,Mobile App,Credit Card,Delivered,Gujarat,Surat,17589.12,876.93,136.1,2392.75,19241.04
O011767,C06907,2026-06-21,Website,UPI,Returned,Rajasthan,Jaipur,926.82,36.55,185.54,82.56,1158.37
O011768,C06550,2025-11-23,Mobile App,UPI,Delivered,Karnataka,Mysuru,2193.89,17.79,32.23,350.42,2558.75
O011769,C07807,2026-08-02,Marketplace,Credit Card,Delivered,Uttar Pradesh,Noida,785.96,5.68,86.19,46.0,912.47
O011770,C03032,2026-04-24,Marketplace,COD,Delivered,Telangana,Warangal,6252.33,63.83,246.0,405.24,6839.74
O011771,C04463,2025-12-26,Website,Debit Card,Delivered,Karnataka,Mangaluru,16607.36,567.41,139.69,1351.9,17531.54
O011772,C05114,2025-09-21,Mobile App,Credit Card,Delivered,Kerala,Kochi,2922.33,143.14,106.57,428.36,3314.12
O011773,C00845,2025-12-24,Website,Net Banking,Cancelled,Telangana,Hyderabad,13599.5,269.69,223.18,833.01,14386.0
O011774,C05141,2026-08-14,Marketplace,COD,Delivered,West Bengal,Kolkata,3714.32,101.81,200.95,541.73,4355.19
O011775,C04296,2026-05-25,Marketplace,COD,Delivered,Tamil Nadu,Madurai,15851.43,658.48,71.5,1132.81,16397.26
O011776,C08675,2026-08-31,Mobile App,UPI,Delivered,Maharashtra,Pune,24731.989999999998,766.44,225.32,3437.76,27628.63
O011777,C04396,2026-12-22,Website,COD,Delivered,Tamil Nadu,Chennai,325.13,11.31,231.82,20.9,566.54
O011778,C08448,2026-12-14,Website,UPI,Delivered,West Bengal,Howrah,2127.07,96.35,202.7,142.13,2375.55
O011779,C08231,2026-11-13,Website,COD,Delivered,Maharashtra,Mumbai,9385.61,328.76,102.71,838.3,9997.86
O011780,C03486,2026-07-19,Website,UPI,Delivered,Rajasthan,Udaipur,1385.56,23.6,245.92,129.9,1737.78
O011781,C00275,2026-12-27,Website,Credit Card,Cancelled,West Bengal,Kolkata,33927.43,1043.44,25.05,4738.08,37647.12
O011782,C02229,2025-12-17,Website,UPI,Delivered,Telangana,Hyderabad,14896.75,741.6,14.84,1864.34,16034.33
O011783,C08061,2025-04-22,Mobile App,Credit Card,Delivered,West Bengal,Kolkata,4670.99,9.03,62.21,630.51,5354.68
O011784,C06350,2026-08-31,Website,UPI,Delivered,West Bengal,Kolkata,1858.95,58.83,172.91,245.15,2218.18
O011785,C07827,2025-05-15,Website,UPI,Delivered,Uttar Pradesh,Noida,27817.5,869.39,171.04,3797.18,30916.33
O011786,C05858,2026-01-11,Marketplace,Credit Card,Delivered,Delhi,New Delhi,6632.75,39.77,205.82,558.75,7357.55
O011787,C01052,2026-11-03,Mobile App,Wallet,Delivered,Maharashtra,Pune,4507.46,116.5,5.09,755.73,5151.78
O011788,C09477,2026-08-12,Mobile App,UPI,Delivered,Gujarat,Vadodara,7657.38,118.4,151.88,1094.41,8785.27
O011789,C04726,2025-09-06,Mobile App,COD,Delivered,Karnataka,Bengaluru,8722.77,227.23,149.53,1228.48,9873.55
O011790,C03373,2025-07-02,Website,Credit Card,Returned,Uttar Pradesh,Kanpur,7152.820000000001,204.84,121.92,1250.59,8320.49
O011791,C04602,2026-03-27,Website,COD,Delivered,Kerala,Kochi,10288.33,513.19,122.43,686.83,10584.4
O011792,C09342,2026-07-21,Website,Debit Card,Delivered,Telangana,Warangal,6682.82,236.45,219.69,789.83,7455.89
O011793,C07195,2026-07-27,Website,UPI,Delivered,Uttar Pradesh,Noida,24273.93,625.59,237.09,1561.05,25446.48
O011794,C03889,2026-07-28,Website,Debit Card,Delivered,Kerala,Kochi,2630.28,76.34,196.3,336.81,3087.05
O011795,C07139,2025-01-03,Website,COD,Delivered,Rajasthan,Udaipur,1541.33,37.68,167.63,183.44,1854.72
O011796,C00320,2026-06-06,Marketplace,Wallet,Delivered,Kerala,Kozhikode,32359.16,1402.87,33.42,4319.09,35308.8
O011797,C07136,2026-05-02,Marketplace,UPI,Cancelled,West Bengal,Kolkata,2613.92,6.31,245.92,461.19,3314.72
O011798,C03168,2025-11-03,Website,COD,Delivered,Maharashtra,Pune,10389.419999999998,114.9,38.64,1440.31,11753.47
O011799,C02735,2026-12-31,Website,UPI,Delivered,Karnataka,Bengaluru,18139.85,816.08,105.92,2118.99,19548.68
O011800,C06260,2025-12-01,Website,COD,Delivered,Karnataka,Bengaluru,11320.24,126.45,33.47,1224.23,12451.49
O011801,C07961,2025-02-26,Website,UPI,Delivered,Maharashtra,Nagpur,2216.79,42.95,89.99,181.58,2445.41
O011802,C02226,2025-02-17,Marketplace,Debit Card,Delivered,Karnataka,Bengaluru,4195.85,154.66,14.02,259.16,4314.37
O011803,C09861,2025-11-17,Website,UPI,Delivered,Maharashtra,Pune,7699.17,146.55,81.72,924.43,8558.77
O011804,C01287,2026-04-01,Website,Credit Card,Delivered,Tamil Nadu,Coimbatore,9164.060000000001,5.93,13.44,592.03,9763.6
O011805,C06410,2026-12-31,Mobile App,UPI,Delivered,Maharashtra,Pune,18207.29,547.54,183.53,1846.55,19689.83
O011806,C09099,2025-11-23,Website,UPI,Delivered,Gujarat,Surat,36631.73,1516.61,163.23,6254.75,41533.1
O011807,C05710,2026-02-28,Mobile App,UPI,Delivered,Gujarat,Vadodara,1736.21,33.82,162.75,264.72,2129.86
O011808,C04050,2026-09-29,Mobile App,COD,Delivered,Rajasthan,Jodhpur,14609.63,97.15,83.62,1339.65,15935.75
O011809,C08274,2026-06-13,Marketplace,Debit Card,Delivered,Rajasthan,Jodhpur,3511.7,146.72,79.11,356.38,3800.47
O011810,C03106,2026-11-08,Website,COD,Delivered,West Bengal,Howrah,4754.22,5.72,207.66,438.48,5394.64
O011811,C03913,2026-04-19,Mobile App,UPI,Delivered,Uttar Pradesh,Noida,18053.59,456.02,134.58,2875.11,20607.26
O011812,C03493,2026-11-24,Mobile App,UPI,Delivered,Uttar Pradesh,Kanpur,3972.25,41.17,213.0,344.32,4488.4
O011813,C00910,2026-04-20,Mobile App,UPI,Delivered,Karnataka,Mysuru,4892.86,146.18,124.31,387.9,5258.89
O011814,C04730,2025-04-10,Mobile App,Credit Card,Delivered,Tamil Nadu,Madurai,6998.46,125.58,175.21,479.28,7527.37
O011815,C04045,2025-09-29,Mobile App,UPI,Delivered,Delhi,Delhi,36814.68,1511.73,248.71,5522.54,41074.2
O011816,C06640,2025-12-10,Website,UPI,Delivered,Tamil Nadu,Chennai,2472.37,20.18,249.85,313.86,3015.9
O011817,C03933,2026-08-26,Website,UPI,Delivered,Delhi,Delhi,17542.739999999998,473.29,73.54,2516.1,19659.09
O011818,C03842,2025-08-23,Website,Net Banking,Delivered,West Bengal,Howrah,3583.03,28.87,168.31,413.31,4135.78
O011819,C02996,2025-12-27,Marketplace,COD,Delivered,Delhi,Delhi,11441.51,241.48,54.53,1545.86,12800.42
O011820,C00467,2025-06-25,Website,UPI,Returned,West Bengal,Howrah,11274.2,281.66,10.73,1604.68,12607.95
O011821,C06808,2025-10-18,Website,UPI,Delivered,Kerala,Kozhikode,2262.19,70.34,122.06,347.98,2661.89
O011822,C03227,2025-08-09,Website,UPI,Delivered,West Bengal,Howrah,13731.199999999999,105.54,219.06,1169.88,15014.6
O011823,C06526,2026-11-25,Website,UPI,Delivered,Kerala,Kochi,22237.23,662.1,117.24,1224.5,22916.87
O011824,C05901,2026-11-05,Website,UPI,Delivered,Uttar Pradesh,Kanpur,15984.01,338.96,165.29,860.9,16671.24
O011825,C09398,2026-06-30,Mobile App,Credit Card,Delivered,Uttar Pradesh,Noida,2063.59,42.11,97.3,101.83,2220.61
O011826,C01812,2025-04-06,Website,Debit Card,Delivered,Tamil Nadu,Chennai,5263.3,123.02,108.35,591.07,5839.7
O011827,C09542,2026-11-27,Website,Wallet,Delivered,Kerala,Kochi,18693.97,904.9,166.9,3154.68,21110.65
O011828,C08645,2025-05-02,Website,Wallet,Delivered,Karnataka,Mangaluru,2076.95,102.94,175.42,117.39,2266.82
O011829,C00538,2025-02-13,Mobile App,Credit Card,Returned,Maharashtra,Nagpur,32605.38,615.72,140.35,5443.06,37573.07
O011830,C03633,2025-02-05,Mobile App,COD,Delivered,Gujarat,Ahmedabad,6215.27,39.74,135.41,436.97,6747.91
O011831,C07156,2025-08-09,Website,UPI,Delivered,Rajasthan,Udaipur,13081.83,343.85,168.19,1688.88,14595.05
O011832,C04656,2025-05-05,Marketplace,UPI,Delivered,Uttar Pradesh,Lucknow,7830.86,59.06,182.77,1387.68,9342.25
O011833,C07318,2025-05-13,Website,Wallet,Delivered,Kerala,Thiruvananthapuram,6843.94,261.09,246.39,353.45,7182.69
O011834,C07352,2025-08-12,Website,COD,Delivered,Maharashtra,Nagpur,20237.09,748.17,198.41,2714.76,22402.09
O011835,C04301,2026-10-22,Mobile App,UPI,Delivered,Delhi,Delhi,3155.32,40.86,194.08,518.36,3826.9
O011836,C02709,2026-11-05,Marketplace,Net Banking,Delivered,Maharashtra,Mumbai,34237.49,543.25,44.32,1741.18,35479.74
O011837,C00208,2026-11-06,Website,Net Banking,Delivered,West Bengal,Howrah,7239.02,257.95,125.89,554.51,7661.47
O011838,C09056,2026-08-11,Mobile App,COD,Cancelled,Kerala,Kozhikode,18448.82,426.77,197.2,906.19,19125.44
O011839,C08910,2026-05-04,Website,Credit Card,Delivered,Maharashtra,Nagpur,7787.97,16.29,242.73,406.3,8420.71
O011840,C07005,2026-03-12,Website,Debit Card,Delivered,Kerala,Thiruvananthapuram,11413.34,118.87,116.19,827.41,12238.07
O011841,C05244,2026-12-28,Website,UPI,Delivered,Karnataka,Mangaluru,21008.27,511.5,112.7,1893.53,22503.0
O011842,C08084,2025-09-04,Website,COD,Delivered,Gujarat,Vadodara,4811.88,111.86,26.46,239.2,4965.68
O011843,C01207,2026-07-03,Marketplace,Wallet,Delivered,Gujarat,Surat,11025.75,88.26,32.91,794.69,11765.09
